,Month,tmean_f
421,February,61.43214246961806
422,March,61.58924696180556
423,April,62.729182942708334
424,May,63.03347981770833
425,June,64.7830349392361
426,July,66.1068115234375
427,August,66.68222113715278
428,September,65.8737765842014
429,October,65.06767035590278
430,November,63.79229600694444
431,December,62.41236979166666
432,January,61.51756184895834
