Year,Month,Day,RF_in
2026,3,1,5.542511857203728e-06
2026,3,2,0.0292894269398677
2026,3,3,0.003637404649033
2026,3,4,0.0027719058065265
2026,3,5,0.0499206332339018
2026,3,6,0.0425609560069368
2026,3,7,0.0020801549381031
2026,3,8,0.0111507481778688
2026,3,9,0.1403109065712489
2026,3,10,0.0008559291884469
2026,3,11,0.0244996901606985
2026,3,12,0.6362076970060817
2026,3,13,1.1571109831431663
2026,3,14,4.337170662911928
2026,3,15,3.63007324551011
2026,3,16,1.346721409986512
2026,3,17,0.9620269125701736
2026,3,18,0.2921222558090612
2026,3,20,0.2637157809158404
2026,3,21,0.0597206190629708
2026,3,22,0.2921371482210557
2026,3,23,0.4035916629263573
2026,3,24,0.0263240829412891
2026,3,27,0.0071213986350528
2026,3,28,0.0551423074390956
2026,3,29,0.0074821530387806
2026,3,30,0.0010544924412939933
