,Year,Month,ET,datetime
0,2001.0,1.0,2.32296875,2001-01-01
1,2001.0,2.0,2.1025,2001-02-01
2,2001.0,3.0,2.6428125000000007,2001-03-01
3,2001.0,4.0,2.8857291666666667,2001-04-01
4,2001.0,5.0,3.1088541666666667,2001-05-01
5,2001.0,6.0,2.80125,2001-06-01
6,2001.0,7.0,3.28265625,2001-07-01
7,2001.0,8.0,2.8986979166666664,2001-08-01
8,2001.0,9.0,2.43625,2001-09-01
9,2001.0,10.0,2.8187500000000005,2001-10-01
10,2001.0,11.0,1.88296875,2001-11-01
11,2001.0,12.0,1.88,2001-12-01
12,2002.0,1.0,2.0815625000000004,2002-01-01
13,2002.0,2.0,2.3928125,2002-02-01
14,2002.0,3.0,2.8571875000000007,2002-03-01
15,2002.0,4.0,2.3775,2002-04-01
16,2002.0,5.0,4.2700000000000005,2002-05-01
17,2002.0,6.0,5.009270833333334,2002-06-01
18,2002.0,7.0,3.98875,2002-07-01
19,2002.0,8.0,3.4450520833333336,2002-08-01
20,2002.0,9.0,3.1484375,2002-09-01
21,2002.0,10.0,2.4484375000000003,2002-10-01
22,2002.0,11.0,1.95109375,2002-11-01
23,2002.0,12.0,1.5429687500000002,2002-12-01
24,2003.0,1.0,1.62421875,2003-01-01
25,2003.0,2.0,1.8629687500000005,2003-02-01
26,2003.0,3.0,2.1786979166666667,2003-03-01
27,2003.0,4.0,3.068333333333334,2003-04-01
28,2003.0,5.0,2.6256250000000003,2003-05-01
29,2003.0,6.0,2.8892187500000004,2003-06-01
30,2003.0,7.0,2.97578125,2003-07-01
31,2003.0,8.0,2.9820833333333336,2003-08-01
32,2003.0,9.0,2.7275,2003-09-01
33,2003.0,10.0,2.410729166666667,2003-10-01
34,2003.0,11.0,2.1003125,2003-11-01
35,2003.0,12.0,1.7384375,2003-12-01
36,2004.0,1.0,2.1553125,2004-01-01
37,2004.0,2.0,2.7034375,2004-02-01
38,2004.0,3.0,2.939010416666666,2004-03-01
39,2004.0,4.0,3.6559375,2004-04-01
40,2004.0,5.0,3.3292708333333336,2004-05-01
41,2004.0,6.0,4.736770833333333,2004-06-01
42,2004.0,7.0,4.452968750000001,2004-07-01
43,2004.0,8.0,3.5669270833333337,2004-08-01
44,2004.0,9.0,2.9015625,2004-09-01
45,2004.0,10.0,2.7475,2004-10-01
46,2004.0,11.0,2.2453125,2004-11-01
47,2004.0,12.0,1.9150000000000005,2004-12-01
48,2005.0,1.0,2.065260416666667,2005-01-01
49,2005.0,2.0,2.343281250000001,2005-02-01
50,2005.0,3.0,3.0681250000000007,2005-03-01
51,2005.0,4.0,2.7567708333333334,2005-04-01
52,2005.0,5.0,3.194375,2005-05-01
53,2005.0,6.0,3.848229166666667,2005-06-01
54,2005.0,7.0,3.959375000000001,2005-07-01
55,2005.0,8.0,3.19015625,2005-08-01
56,2005.0,9.0,3.531041666666667,2005-09-01
57,2005.0,10.0,3.001875,2005-10-01
58,2005.0,11.0,2.6067187500000006,2005-11-01
59,2005.0,12.0,1.8088020833333336,2005-12-01
60,2006.0,1.0,1.89796875,2006-01-01
61,2006.0,2.0,2.3787500000000006,2006-02-01
62,2006.0,3.0,2.698645833333333,2006-03-01
63,2006.0,4.0,3.8334375,2006-04-01
64,2006.0,5.0,2.695723684210526,2006-05-01
65,2006.0,6.0,4.017291666666667,2006-06-01
66,2006.0,7.0,3.8653125,2006-07-01
67,2006.0,8.0,3.351197916666666,2006-08-01
68,2006.0,9.0,2.6720833333333336,2006-09-01
69,2006.0,10.0,2.5504166666666666,2006-10-01
70,2006.0,11.0,2.31453125,2006-11-01
71,2006.0,12.0,1.825,2006-12-01
72,2007.0,1.0,1.8733333333333333,2007-01-01
73,2007.0,2.0,2.2792187500000005,2007-02-01
74,2007.0,3.0,2.6607812500000003,2007-03-01
75,2007.0,4.0,2.961666666666668,2007-04-01
76,2007.0,5.0,2.872500000000001,2007-05-01
77,2007.0,6.0,2.964635416666668,2007-06-01
78,2007.0,7.0,2.9512500000000004,2007-07-01
79,2007.0,8.0,3.143385416666667,2007-08-01
80,2007.0,9.0,3.1053125,2007-09-01
81,2007.0,10.0,2.542708333333334,2007-10-01
82,2007.0,11.0,2.2892187500000003,2007-11-01
83,2007.0,12.0,2.076041666666667,2007-12-01
84,2008.0,1.0,2.3265104166666664,2008-01-01
85,2008.0,2.0,2.4889583333333336,2008-02-01
86,2008.0,3.0,2.9181250000000007,2008-03-01
87,2008.0,4.0,3.0268750000000004,2008-04-01
88,2008.0,5.0,2.962395833333333,2008-05-01
89,2008.0,6.0,3.434322916666667,2008-06-01
90,2008.0,7.0,3.6141666666666654,2008-07-01
91,2008.0,8.0,3.157812500000001,2008-08-01
92,2008.0,9.0,3.126979166666666,2008-09-01
93,2008.0,10.0,2.3979166666666663,2008-10-01
94,2008.0,11.0,1.96375,2008-11-01
95,2008.0,12.0,1.9017708333333327,2008-12-01
96,2009.0,1.0,2.6296875,2009-01-01
97,2009.0,2.0,2.3165625000000003,2009-02-01
98,2009.0,3.0,2.623072916666667,2009-03-01
99,2009.0,4.0,2.1884375,2009-04-01
100,2009.0,5.0,3.4512500000000004,2009-05-01
101,2009.0,6.0,4.060416666666668,2009-06-01
102,2009.0,7.0,3.978020833333333,2009-07-01
103,2009.0,8.0,3.670312500000001,2009-08-01
104,2009.0,9.0,3.34125,2009-09-01
105,2009.0,10.0,3.0772916666666665,2009-10-01
106,2009.0,11.0,2.448125000000001,2009-11-01
107,2009.0,12.0,1.71359375,2009-12-01
108,2010.0,1.0,1.89140625,2010-01-01
109,2010.0,2.0,2.14125,2010-02-01
110,2010.0,3.0,3.0788020833333336,2010-03-01
111,2010.0,4.0,2.896041666666667,2010-04-01
112,2010.0,5.0,3.0405208333333333,2010-05-01
113,2010.0,6.0,3.05984375,2010-06-01
114,2010.0,7.0,3.1759375,2010-07-01
115,2010.0,8.0,2.7411458333333334,2010-08-01
116,2010.0,9.0,2.454895833333333,2010-09-01
117,2010.0,10.0,2.6480208333333333,2010-10-01
118,2010.0,11.0,2.4664062500000004,2010-11-01
119,2010.0,12.0,1.690625,2010-12-01
120,2011.0,1.0,2.3467708333333337,2011-01-01
121,2011.0,2.0,2.6988020833333333,2011-02-01
122,2011.0,3.0,2.917864583333334,2011-03-01
123,2011.0,4.0,2.3305921052631584,2011-04-01
124,2011.0,5.0,3.817291666666667,2011-05-01
125,2011.0,6.0,4.678229166666666,2011-06-01
126,2011.0,7.0,4.00609375,2011-07-01
127,2011.0,8.0,3.595677083333333,2011-08-01
128,2011.0,9.0,3.010104166666667,2011-09-01
129,2011.0,10.0,2.829270833333333,2011-10-01
130,2011.0,11.0,2.369166666666667,2011-11-01
131,2011.0,12.0,1.99625,2011-12-01
132,2012.0,1.0,2.0337500000000004,2012-01-01
133,2012.0,2.0,2.35484375,2012-02-01
134,2012.0,3.0,3.0861458333333336,2012-03-01
135,2012.0,4.0,3.3483333333333336,2012-04-01
136,2012.0,5.0,3.360416666666667,2012-05-01
137,2012.0,6.0,3.5623958333333325,2012-06-01
138,2012.0,7.0,3.6525,2012-07-01
139,2012.0,8.0,3.44078125,2012-08-01
140,2012.0,9.0,3.262343749999999,2012-09-01
141,2012.0,10.0,2.5700000000000007,2012-10-01
142,2012.0,11.0,2.0910416666666665,2012-11-01
143,2012.0,12.0,2.0134375,2012-12-01
144,2013.0,1.0,2.3486979166666666,2013-01-01
145,2013.0,2.0,2.59703125,2013-02-01
146,2013.0,3.0,2.517552083333334,2013-03-01
147,2013.0,4.0,3.3365625000000003,2013-04-01
148,2013.0,5.0,3.482083333333333,2013-05-01
149,2013.0,6.0,4.153645833333334,2013-06-01
150,2013.0,7.0,4.108437499999999,2013-07-01
151,2013.0,8.0,3.3077604166666665,2013-08-01
152,2013.0,9.0,3.1637500000000007,2013-09-01
153,2013.0,10.0,2.7009375,2013-10-01
154,2013.0,11.0,2.2382291666666667,2013-11-01
155,2013.0,12.0,1.9925,2013-12-01
156,2014.0,1.0,2.121822916666667,2014-01-01
157,2014.0,2.0,2.7553125,2014-02-01
158,2014.0,3.0,3.5746875,2014-03-01
159,2014.0,4.0,3.9318750000000007,2014-04-01
160,2014.0,5.0,3.52625,2014-05-01
161,2014.0,6.0,4.5763541666666665,2014-06-01
162,2014.0,7.0,4.652135416666666,2014-07-01
163,2014.0,8.0,4.461250000000001,2014-08-01
164,2014.0,9.0,3.016447368421053,2014-09-01
165,2014.0,10.0,3.4493750000000007,2014-10-01
166,2014.0,11.0,2.9966145833333337,2014-11-01
167,2014.0,12.0,2.10671875,2014-12-01
168,2015.0,1.0,2.10515625,2015-01-01
169,2015.0,2.0,2.3314583333333334,2015-02-01
170,2015.0,3.0,3.032395833333333,2015-03-01
171,2015.0,4.0,3.3803728070175434,2015-04-01
172,2015.0,5.0,3.1465625,2015-05-01
173,2015.0,6.0,3.786249999999999,2015-06-01
174,2015.0,7.0,3.95453125,2015-07-01
175,2015.0,8.0,4.318333333333333,2015-08-01
176,2015.0,9.0,4.820729166666667,2015-09-01
177,2015.0,10.0,4.353645833333333,2015-10-01
178,2015.0,11.0,3.3313541666666664,2015-11-01
179,2015.0,12.0,2.5351562500000004,2015-12-01
180,2016.0,1.0,2.438125,2016-01-01
181,2016.0,2.0,2.5671875,2016-02-01
182,2016.0,3.0,2.8784375,2016-03-01
183,2016.0,4.0,3.2344791666666666,2016-04-01
184,2016.0,5.0,3.2401041666666663,2016-05-01
185,2016.0,6.0,4.23984375,2016-06-01
186,2016.0,7.0,4.47078125,2016-07-01
187,2016.0,8.0,4.219375,2016-08-01
188,2016.0,9.0,3.697239583333333,2016-09-01
189,2016.0,10.0,3.6541666666666655,2016-10-01
190,2016.0,11.0,2.3361458333333336,2016-11-01
191,2016.0,12.0,1.9389583333333336,2016-12-01
192,2017.0,1.0,2.31640625,2017-01-01
193,2017.0,2.0,2.3239062500000003,2017-02-01
194,2017.0,3.0,2.58296875,2017-03-01
195,2017.0,4.0,2.282638888888889,2017-04-01
196,2017.0,5.0,3.211302083333334,2017-05-01
197,2017.0,6.0,3.603541666666666,2017-06-01
198,2017.0,7.0,4.0140625,2017-07-01
