,Year,Month,RF_mm,RF_in
0,1920.0,1.0,218.4304606119792,8.599624433542488
1,1920.0,2.0,77.15484619140625,3.037592369740404
2,1920.0,3.0,203.36839463975696,8.006629710226653
3,1920.0,4.0,73.33127170138889,2.8870579409995627
4,1920.0,5.0,101.54366048177084,3.997781908731135
5,1920.0,6.0,45.719573974609375,1.799983227346826
6,1920.0,7.0,28.24719068739149,1.1120941215508464
7,1920.0,8.0,92.96550157335068,3.660059117061051
8,1920.0,9.0,30.503326416015625,1.2009183628352609
9,1920.0,10.0,107.52402750651042,4.233229429390175
10,1920.0,11.0,29.70623779296875,1.1695369209830218
11,1920.0,12.0,317.6802571614583,12.507096738640092
12,1921.0,1.0,524.751953125,20.65952571358268
13,1921.0,2.0,114.07204861111111,4.4910255358705164
14,1921.0,3.0,76.54769558376736,3.013688802510526
15,1921.0,4.0,63.94664171006944,2.517584319294073
16,1921.0,5.0,130.8695068359375,5.152342788816437
17,1921.0,6.0,2.574522442287869,0.1013591512711759
18,1921.0,7.0,30.554372151692707,1.202928037468217
19,1921.0,8.0,40.8934326171875,1.609977662093996
20,1921.0,9.0,27.137705485026043,1.0684136017726789
21,1921.0,10.0,198.02366807725696,7.796207404616416
22,1921.0,11.0,36.34020657009549,1.4307167940982477
23,1921.0,12.0,88.99922688802083,3.503906570394521
24,1922.0,1.0,175.83443196614584,6.922615431738025
25,1922.0,2.0,201.402099609375,7.929216520054134
26,1922.0,3.0,130.25858561197916,5.128290772125164
27,1922.0,4.0,87.76348198784723,3.4552551963719385
28,1922.0,5.0,21.64943610297309,0.8523400040540587
29,1922.0,6.0,30.08182101779514,1.184323662117919
30,1922.0,7.0,25.081666734483505,0.9874671942710042
31,1922.0,8.0,36.51709662543403,1.4376809695052768
32,1922.0,9.0,85.15703667534723,3.352639239186899
33,1922.0,10.0,76.35286458333333,3.0060182906824147
34,1922.0,11.0,132.90904405381946,5.232639529677932
35,1922.0,12.0,55.47147962782118,2.183916520780361
36,1923.0,1.0,649.5880533854166,25.57433281044948
37,1923.0,2.0,409.4870334201389,16.12153674882437
38,1923.0,3.0,366.6299641927083,14.434250558768044
39,1923.0,4.0,492.5655924479167,19.3923461593668
40,1923.0,5.0,53.84405517578125,2.119844691959892
41,1923.0,6.0,25.24914211697049,0.9940607132665548
42,1923.0,7.0,21.29567633734809,0.8384124542263028
43,1923.0,8.0,120.35919867621529,4.738551128984853
44,1923.0,9.0,268.10682508680554,10.555386814441164
45,1923.0,10.0,74.92228868272569,2.9496964048317205
46,1923.0,11.0,41.091145833333336,1.6177616469816274
47,1923.0,12.0,252.17008463541663,9.92795608800853
48,1924.0,1.0,25.13422139485677,0.989536275388062
49,1924.0,2.0,29.006500244140625,1.1419881985882137
50,1924.0,3.0,306.9790310329861,12.085788623345907
51,1924.0,4.0,441.7562662760417,17.391978987245736
52,1924.0,5.0,140.20197211371527,5.519762681642334
53,1924.0,6.0,74.46028645833333,2.931507340879265
54,1924.0,7.0,74.66933186848958,2.939737475137385
55,1924.0,8.0,45.20482381184896,1.7797174729074394
56,1924.0,9.0,49.16283501519097,1.93554468563744
57,1924.0,10.0,186.5215793185764,7.343369264510882
58,1924.0,11.0,150.25377061631946,5.9155027801700575
59,1924.0,12.0,104.21712239583331,4.103036314796588
60,1925.0,1.0,119.18956163194444,4.692502426454506
61,1925.0,2.0,45.41986762152778,1.788183764627078
62,1925.0,3.0,156.18541124131946,6.149031938634625
63,1925.0,4.0,36.2103271484375,1.4256034310408463
64,1925.0,5.0,51.54596625434028,2.0293687501708773
65,1925.0,6.0,35.45512220594618,1.3958709529900073
66,1925.0,7.0,77.39320203993056,3.0469764582649828
67,1925.0,8.0,52.27778116861979,2.058180360969283
68,1925.0,9.0,64.26534695095486,2.5301317697226327
69,1925.0,10.0,169.5679660373264,6.67590417469789
70,1925.0,11.0,68.65167236328125,2.702821746585876
71,1925.0,12.0,56.65624660915799,2.2305608901243303
72,1926.0,1.0,69.89925130208333,2.751939027641076
73,1926.0,2.0,25.1979488796658,0.9920452314829056
74,1926.0,3.0,32.5771484375,1.2825648991141734
75,1926.0,4.0,68.08425564236111,2.6804825056047683
76,1926.0,5.0,45.28771633572049,1.782980958099232
77,1926.0,6.0,96.85178629557292,3.8130624525816113
78,1926.0,7.0,60.09672037760416,2.3660126132915025
79,1926.0,8.0,229.64860026041663,9.041283474819554
80,1926.0,9.0,73.11629909939236,2.878594452731983
81,1926.0,10.0,131.6727294921875,5.183965728038879
82,1926.0,11.0,47.1120368109809,1.854804598857516
83,1926.0,12.0,220.302720811632,8.67333546502488
84,1927.0,1.0,60.03529188368056,2.363594168648841
85,1927.0,2.0,48.84649997287326,1.9230905501131208
86,1927.0,3.0,223.9795193142361,8.8180913115841
87,1927.0,4.0,231.188232421875,9.101898914247048
88,1927.0,5.0,24.757164849175343,0.9746915294950924
89,1927.0,6.0,36.488505045572914,1.4365553167548393
90,1927.0,7.0,22.73182508680556,0.894953743575022
91,1927.0,8.0,55.86854722764757,2.199549103450692
92,1927.0,9.0,248.30772569444449,9.775894712379705
93,1927.0,10.0,72.19753011067708,2.8424224453022475
94,1927.0,11.0,51.64193047417535,2.033146869062022
95,1927.0,12.0,888.0207790798611,34.96144799527012
96,1928.0,1.0,20.90777587890625,0.8231407826341044
97,1928.0,2.0,59.92584228515625,2.35928512933686
98,1928.0,3.0,53.6563483344184,2.1124546588353703
99,1928.0,4.0,92.85481770833331,3.6557014845800526
100,1928.0,5.0,91.7538587782118,3.6123566448114888
101,1928.0,6.0,45.39350043402778,1.7871456863790465
102,1928.0,7.0,132.50808376736111,5.216853691628391
103,1928.0,8.0,36.30122884114584,1.4291822378403871
104,1928.0,9.0,78.62493896484375,3.0954700379859745
105,1928.0,10.0,89.10308159722223,3.507995338473316
106,1928.0,11.0,90.32248942057292,3.556003520494997
107,1928.0,12.0,54.87042914496528,2.160253115943515
108,1929.0,1.0,156.49026150173611,6.161033917391186
109,1929.0,2.0,226.39202202690973,8.913071733342903
110,1929.0,3.0,85.12152099609375,3.351240984098179
111,1929.0,4.0,75.66497802734375,2.9789361428088093
112,1929.0,5.0,55.26581149631076,2.1758193502484557
113,1929.0,6.0,22.084542168511284,0.8694701641146175
114,1929.0,7.0,99.2821790907118,3.9087472082957406
115,1929.0,8.0,63.07689751519097,2.4833424218579125
116,1929.0,9.0,80.16870795355902,3.1562483446283083
117,1929.0,10.0,120.45897081163194,4.742479165812282
118,1929.0,11.0,481.3464084201389,18.950646000792872
119,1929.0,12.0,220.9598388671875,8.699206254613681
120,1930.0,1.0,197.86153157552084,7.789824077776411
121,1930.0,2.0,67.0220947265625,2.6386651467150597
122,1930.0,3.0,211.573974609375,8.329684039739174
123,1930.0,4.0,114.19660101996529,4.495929174014381
124,1930.0,5.0,36.48343912760416,1.4363558711655184
125,1930.0,6.0,29.77806939019097,1.172364936621692
126,1930.0,7.0,61.330220540364586,2.4145756118253776
127,1930.0,8.0,230.39737955729169,9.070762974696525
128,1930.0,9.0,145.85609266493054,5.742365852950022
129,1930.0,10.0,158.71571180555554,6.248650071084864
130,1930.0,11.0,125.91581217447916,4.957315439940126
131,1930.0,12.0,18.210474650065105,0.716947820868705
132,1931.0,1.0,12.522003173828123,0.4929922509381151
133,1931.0,2.0,15.364666408962671,0.6049081263371131
134,1931.0,3.0,95.40514458550348,3.756108054547381
135,1931.0,4.0,101.8243408203125,4.008832315760335
136,1931.0,5.0,141.26029459635416,5.561428921116305
137,1931.0,6.0,43.54576958550347,1.7144003773820264
138,1931.0,7.0,127.99808756510416,5.039294786027724
139,1931.0,8.0,50.22339206271701,1.977298900106969
140,1931.0,9.0,175.6988525390625,6.917277659018209
141,1931.0,10.0,185.03470865885416,7.284831049561188
142,1931.0,11.0,39.17754787868924,1.5424231448302852
143,1931.0,12.0,33.331519232855904,1.3122645367266104
144,1932.0,1.0,303.017822265625,11.929835522268702
145,1932.0,2.0,241.26882595486111,9.498772675388231
146,1932.0,3.0,59.50718180338541,2.34280243320415
147,1932.0,4.0,75.26158311631944,2.963054453398404
148,1932.0,5.0,53.04241604275174,2.0882840961713285
149,1932.0,6.0,58.501498752170136,2.303208612290163
150,1932.0,7.0,16.472452799479168,0.6485217637590224
151,1932.0,8.0,40.39762708875868,1.5904577593999485
152,1932.0,9.0,139.34648980034723,5.486082275604222
153,1932.0,10.0,44.07123819986979,1.73508811810511
154,1932.0,11.0,132.57085503472223,5.219325001367017
155,1932.0,12.0,158.58395724826389,6.243462883789917
156,1933.0,1.0,198.83082411024304,7.827985201190671
157,1933.0,2.0,180.60164388020837,7.110300940165684
158,1933.0,3.0,112.27576361762152,4.420305654237068
159,1933.0,4.0,255.4331325954861,10.056422543129376
160,1933.0,5.0,91.74123806423611,3.6118597663085086
161,1933.0,6.0,19.59075249565972,0.7712894683330599
162,1933.0,7.0,3.966763390435113,0.1561717870250044
163,1933.0,8.0,41.2725592719184,1.6249039083432444
164,1933.0,9.0,13.090856764051647,0.5153880615768366
165,1933.0,10.0,96.81215413411458,3.8115021312643536
166,1933.0,11.0,143.36100260416666,5.644133960793964
167,1933.0,12.0,53.48603651258681,2.105749468999481
168,1934.0,1.0,152.33199055989584,5.997322462988025
169,1934.0,2.0,64.82139756944444,2.5520235263560807
170,1934.0,3.0,90.791748046875,3.574478269562008
171,1934.0,4.0,140.83631727430554,5.544736900563211
172,1934.0,5.0,170.82647026909723,6.725451585397529
173,1934.0,6.0,87.33619520399306,3.4384328820469707
174,1934.0,7.0,45.61864895290799,1.7960098012955903
