,Month,tmean_f
421,February,71.65904676649306
422,March,73.43519694010416
423,April,73.94526095920139
424,May,75.20458984375
425,June,76.81148274739584
426,July,77.73663194444444
427,August,78.652685546875
428,September,78.05718315972223
429,October,77.11484103732639
430,November,74.79266764322918
431,December,73.26222059461806
432,January,71.17247450086805
