Year,Month,Day,RF_in
2026,3,1,6.741301547777576e-05
2026,3,2,0.0010754325779925
2026,3,3,0.0014930220124
2026,3,4,0.0002334494394684
2026,3,5,0.0059869405976928
2026,3,6,0.0030547883960912
2026,3,7,0.0010146122001009
2026,3,8,0.0007472351617851
2026,3,9,0.0004286824921031
2026,3,10,0.0048173244532313
2026,3,11,2.0011853647959805
2026,3,12,0.5704779897033271
2026,3,13,4.753644143548897
2026,3,14,3.7549862880638174
2026,3,15,0.2582406538782262
2026,3,16,0.0443010320002453
2026,3,17,0.5071285170299893
2026,3,18,0.0008870893749838
2026,3,20,2.662669519554413
2026,3,21,1.7153306784731337
2026,3,22,2.1641339835775737
2026,3,23,0.0330295712929072
2026,3,24,0.0129611774680796
2026,3,27,0.0891081093467103
2026,3,28,0.0060834269997815
2026,3,29,2.301269020482172e-05
2026,3,30,0.00024102201635153614
