,Year,Month,NDVI,datetime
0,2000.0,2.0,0.4324358024691359,2000-02-01
1,2000.0,3.0,0.3507666666666666,2000-03-01
2,2000.0,4.0,0.5459135802469136,2000-04-01
3,2000.0,5.0,0.4086018518518518,2000-05-01
4,2000.0,6.0,0.3068401234567901,2000-06-01
5,2000.0,7.0,0.2536123456790123,2000-07-01
6,2000.0,8.0,0.3016364197530864,2000-08-01
7,2000.0,9.0,0.4369111111111111,2000-09-01
8,2000.0,10.0,0.501579012345679,2000-10-01
9,2000.0,11.0,0.6278098765432099,2000-11-01
10,2000.0,12.0,0.4791012345679012,2000-12-01
11,2001.0,1.0,,2001-01-01
12,2001.0,2.0,0.4119358024691357,2001-02-01
13,2001.0,3.0,,2001-03-01
14,2001.0,4.0,,2001-04-01
15,2001.0,5.0,0.4878802469135802,2001-05-01
16,2001.0,6.0,0.3906037037037037,2001-06-01
17,2001.0,7.0,0.2972827160493827,2001-07-01
18,2001.0,8.0,0.2541246913580247,2001-08-01
19,2001.0,9.0,0.2883518518518518,2001-09-01
20,2001.0,10.0,0.3615876543209876,2001-10-01
21,2001.0,11.0,0.354716049382716,2001-11-01
22,2001.0,12.0,,2001-12-01
23,2002.0,1.0,,2002-01-01
24,2002.0,2.0,,2002-02-01
25,2002.0,3.0,0.6709074074074074,2002-03-01
26,2002.0,4.0,0.6301641975308643,2002-04-01
27,2002.0,5.0,0.6401574074074075,2002-05-01
28,2002.0,6.0,0.4882018518518519,2002-06-01
29,2002.0,7.0,0.3315765432098765,2002-07-01
30,2002.0,8.0,0.3022530864197531,2002-08-01
31,2002.0,9.0,0.2873901234567901,2002-09-01
32,2002.0,10.0,0.568562962962963,2002-10-01
33,2002.0,11.0,0.7921808641975309,2002-11-01
34,2002.0,12.0,0.7247814814814815,2002-12-01
35,2003.0,1.0,0.5270771604938271,2003-01-01
36,2003.0,2.0,0.6760814814814815,2003-02-01
37,2003.0,3.0,0.6698518518518519,2003-03-01
38,2003.0,4.0,0.5981641975308643,2003-04-01
39,2003.0,5.0,0.4138098765432099,2003-05-01
40,2003.0,6.0,0.3240820987654321,2003-06-01
41,2003.0,7.0,0.2594672839506172,2003-07-01
42,2003.0,8.0,0.2667796296296296,2003-08-01
43,2003.0,9.0,0.3983925925925926,2003-09-01
44,2003.0,10.0,0.4912679012345679,2003-10-01
45,2003.0,11.0,0.4931635802469136,2003-11-01
46,2003.0,12.0,0.7719907407407407,2003-12-01
47,2004.0,1.0,0.759812962962963,2004-01-01
48,2004.0,2.0,0.7035388888888888,2004-02-01
49,2004.0,3.0,0.6463672839506173,2004-03-01
50,2004.0,4.0,0.695353086419753,2004-04-01
51,2004.0,5.0,0.6324932098765432,2004-05-01
52,2004.0,6.0,0.6478154320987655,2004-06-01
53,2004.0,7.0,0.5790543209876544,2004-07-01
54,2004.0,8.0,0.6317246913580248,2004-08-01
55,2004.0,9.0,0.5742932098765433,2004-09-01
56,2004.0,10.0,0.4849604938271605,2004-10-01
57,2004.0,11.0,0.7878617283950617,2004-11-01
58,2004.0,12.0,0.7199567901234568,2004-12-01
59,2005.0,1.0,0.7913234567901235,2005-01-01
60,2005.0,2.0,0.7361512345679012,2005-02-01
61,2005.0,3.0,0.7022450617283951,2005-03-01
62,2005.0,4.0,0.6691277777777778,2005-04-01
63,2005.0,5.0,0.5074654320987655,2005-05-01
64,2005.0,6.0,0.4675697530864198,2005-06-01
65,2005.0,7.0,0.4048660493827161,2005-07-01
66,2005.0,8.0,0.413091975308642,2005-08-01
67,2005.0,9.0,0.4914259259259259,2005-09-01
68,2005.0,10.0,0.5103876543209876,2005-10-01
69,2005.0,11.0,0.4847086419753086,2005-11-01
70,2005.0,12.0,0.7754030864197531,2005-12-01
71,2006.0,1.0,0.6087524691358025,2006-01-01
72,2006.0,2.0,0.5797845679012347,2006-02-01
73,2006.0,3.0,0.6174574074074074,2006-03-01
74,2006.0,4.0,0.6536333333333333,2006-04-01
75,2006.0,5.0,0.5329425925925927,2006-05-01
76,2006.0,6.0,0.4113839506172839,2006-06-01
77,2006.0,7.0,0.3835074074074074,2006-07-01
78,2006.0,8.0,0.3553506172839507,2006-08-01
79,2006.0,9.0,0.3401185185185185,2006-09-01
80,2006.0,10.0,0.7294654320987655,2006-10-01
81,2006.0,11.0,0.7907179012345678,2006-11-01
82,2006.0,12.0,0.7073283950617284,2006-12-01
83,2007.0,1.0,0.605791975308642,2007-01-01
84,2007.0,2.0,0.5622185185185185,2007-02-01
85,2007.0,3.0,0.610701851851852,2007-03-01
86,2007.0,4.0,0.5660209876543211,2007-04-01
87,2007.0,5.0,0.3972944444444444,2007-05-01
88,2007.0,6.0,0.3255043209876543,2007-06-01
89,2007.0,7.0,0.3548864197530864,2007-07-01
90,2007.0,8.0,0.3944882716049382,2007-08-01
91,2007.0,9.0,0.5623358024691358,2007-09-01
92,2007.0,10.0,0.413167901234568,2007-10-01
93,2007.0,11.0,0.6893814814814816,2007-11-01
94,2007.0,12.0,0.7238074074074073,2007-12-01
95,2008.0,1.0,0.672029012345679,2008-01-01
96,2008.0,2.0,0.5793623456790125,2008-02-01
97,2008.0,3.0,0.5077487654320988,2008-03-01
98,2008.0,4.0,0.4564901234567902,2008-04-01
99,2008.0,5.0,0.5328858024691359,2008-05-01
100,2008.0,6.0,0.4865672839506173,2008-06-01
101,2008.0,7.0,0.5527222222222222,2008-07-01
102,2008.0,8.0,0.3940456790123456,2008-08-01
103,2008.0,9.0,0.4076333333333334,2008-09-01
104,2008.0,10.0,0.4152345679012346,2008-10-01
105,2008.0,11.0,0.6303518518518518,2008-11-01
106,2008.0,12.0,0.7390111111111113,2008-12-01
107,2009.0,1.0,0.7046734567901235,2009-01-01
108,2009.0,2.0,0.628246913580247,2009-02-01
109,2009.0,3.0,0.5615148148148148,2009-03-01
110,2009.0,4.0,0.5113592592592592,2009-04-01
111,2009.0,5.0,0.4716641975308642,2009-05-01
112,2009.0,6.0,0.4614382716049383,2009-06-01
113,2009.0,7.0,0.3862432098765432,2009-07-01
114,2009.0,8.0,0.4883537037037037,2009-08-01
115,2009.0,9.0,0.4315135802469136,2009-09-01
116,2009.0,10.0,0.3348222222222222,2009-10-01
117,2009.0,11.0,0.411682098765432,2009-11-01
118,2009.0,12.0,0.6375895061728395,2009-12-01
119,2010.0,1.0,0.6592098765432098,2010-01-01
120,2010.0,2.0,0.6205586419753085,2010-02-01
121,2010.0,3.0,0.505520987654321,2010-03-01
122,2010.0,4.0,0.4631802469135803,2010-04-01
123,2010.0,5.0,0.3800012345679013,2010-05-01
124,2010.0,6.0,0.3432401234567901,2010-06-01
125,2010.0,7.0,0.3195185185185185,2010-07-01
126,2010.0,8.0,0.2797358024691358,2010-08-01
127,2010.0,9.0,0.2691012345679013,2010-09-01
128,2010.0,10.0,0.2924222222222222,2010-10-01
129,2010.0,11.0,0.412662962962963,2010-11-01
130,2010.0,12.0,0.5618567901234568,2010-12-01
131,2011.0,1.0,0.7763327160493828,2011-01-01
132,2011.0,2.0,0.7290895061728396,2011-02-01
133,2011.0,3.0,0.689720987654321,2011-03-01
134,2011.0,4.0,0.5699000000000001,2011-04-01
135,2011.0,5.0,0.4850172839506173,2011-05-01
136,2011.0,6.0,0.3732283950617284,2011-06-01
137,2011.0,7.0,0.3438672839506173,2011-07-01
138,2011.0,8.0,0.3480691358024692,2011-08-01
139,2011.0,9.0,0.3224567901234568,2011-09-01
140,2011.0,10.0,0.2791679012345679,2011-10-01
141,2011.0,11.0,0.383966049382716,2011-11-01
142,2011.0,12.0,0.5015783950617284,2011-12-01
143,2012.0,1.0,0.3955123456790124,2012-01-01
144,2012.0,2.0,0.3752098765432098,2012-02-01
145,2012.0,3.0,0.591108024691358,2012-03-01
146,2012.0,4.0,0.4923012345679012,2012-04-01
147,2012.0,5.0,0.3410753086419753,2012-05-01
148,2012.0,6.0,0.2848061728395062,2012-06-01
149,2012.0,7.0,0.2633537037037037,2012-07-01
150,2012.0,8.0,0.3113827160493827,2012-08-01
151,2012.0,9.0,0.352862962962963,2012-09-01
152,2012.0,10.0,0.2906938271604938,2012-10-01
153,2012.0,11.0,0.2296407407407407,2012-11-01
154,2012.0,12.0,0.2754061728395062,2012-12-01
155,2013.0,1.0,0.5736382716049383,2013-01-01
156,2013.0,2.0,0.6699351851851851,2013-02-01
157,2013.0,3.0,0.6393197530864199,2013-03-01
158,2013.0,4.0,0.6453808641975309,2013-04-01
159,2013.0,5.0,0.6577358024691359,2013-05-01
160,2013.0,6.0,0.476170987654321,2013-06-01
161,2013.0,7.0,0.4836450617283951,2013-07-01
162,2013.0,8.0,0.5336203703703704,2013-08-01
163,2013.0,9.0,0.3522395061728395,2013-09-01
164,2013.0,10.0,0.4345938271604938,2013-10-01
165,2013.0,11.0,0.4832753086419753,2013-11-01
166,2013.0,12.0,0.5831061728395063,2013-12-01
167,2014.0,1.0,0.6392944444444445,2014-01-01
168,2014.0,2.0,0.7415901234567902,2014-02-01
169,2014.0,3.0,0.7151475308641976,2014-03-01
170,2014.0,4.0,0.6137851851851852,2014-04-01
