,Month,tmean_f
421,February,72.13992241753473
422,March,73.36781412760416
423,April,74.28770073784722
424,May,75.17577582465277
425,June,76.48074001736111
426,July,77.42114529079862
427,August,78.36838107638889
428,September,78.19755859375
429,October,77.2193576388889
430,November,75.15259602864583
431,December,73.54400227864583
432,January,71.51756456163194
