Year,Month,NDVI,datetime
2000.0,4.0,0.4572964421025029,2000-04-01
2000.0,5.0,0.4896808200412326,2000-05-01
2000.0,6.0,0.4284594029556086,2000-06-01
2000.0,7.0,0.44094048017337,2000-07-01
2000.0,8.0,0.4426867638105227,2000-08-01
2000.0,9.0,0.3842309315999349,2000-09-01
2000.0,10.0,0.4560492715717834,2000-10-01
2000.0,11.0,0.5563807075406298,2000-11-01
2000.0,12.0,0.5448433204933449,2000-12-01
2001.0,1.0,0.5257638530966676,2001-01-01
2001.0,2.0,0.4045075781551408,2001-02-01
2001.0,3.0,0.4362276336293161,2001-03-01
2001.0,4.0,0.4004328692400897,2001-04-01
2001.0,5.0,0.3479288360218943,2001-05-01
2001.0,6.0,0.4176345636815201,2001-06-01
2001.0,7.0,0.3773042655285494,2001-07-01
2001.0,8.0,0.2944595195628978,2001-08-01
2001.0,9.0,0.3455927107069227,2001-09-01
2001.0,10.0,0.3373521639976972,2001-10-01
2001.0,11.0,0.4266672016661844,2001-11-01
2001.0,12.0,0.4786164554548852,2001-12-01
2002.0,1.0,0.6010794933931327,2002-01-01
2002.0,2.0,0.4208982962149161,2002-02-01
2002.0,3.0,0.6677057242687837,2002-03-01
2002.0,4.0,0.5613526238335503,2002-04-01
2002.0,5.0,0.5870124911084588,2002-05-01
2002.0,6.0,0.5676743307231386,2002-06-01
2002.0,7.0,0.4918299545476466,2002-07-01
2002.0,8.0,0.4351589061595775,2002-08-01
2002.0,9.0,0.4453782446590471,2002-09-01
2002.0,10.0,0.5474316632306134,2002-10-01
2002.0,11.0,0.5713705368983892,2002-11-01
2002.0,12.0,0.5478671980492863,2002-12-01
2003.0,1.0,0.4655629852671682,2003-01-01
2003.0,2.0,0.5471588417335793,2003-02-01
2003.0,3.0,0.4762819078233506,2003-03-01
2003.0,4.0,0.5293680355872636,2003-04-01
2003.0,5.0,0.4524659992736063,2003-05-01
2003.0,6.0,0.4398085982711227,2003-06-01
2003.0,7.0,0.3532862957612968,2003-07-01
2003.0,8.0,0.4263023564844955,2003-08-01
2003.0,9.0,0.4028369762279369,2003-09-01
2003.0,10.0,0.4098933184588397,2003-10-01
2003.0,11.0,0.389715948222596,2003-11-01
2003.0,12.0,0.5057750748999325,2003-12-01
2004.0,1.0,0.5478582499939718,2004-01-01
2004.0,2.0,0.5413759019639757,2004-02-01
