oldMonth,oldNDVI,Month,NDVI
January,0.5638276549916208,November,0.5332676451883198
February,0.5635466530882283,December,0.5393635888747227
March,0.5347375620147328,January,0.5638276549916208
April,0.5297174462792088,February,0.5635466530882283
May,0.5171433110975245,March,0.5347375620147328
June,0.4833189238849868,April,0.5297174462792088
July,0.4463667258238181,May,0.5171433110975245
August,0.4474390035341268,June,0.4833189238849868
September,0.44574012828801546,July,0.4463667258238181
October,0.4737781903229774,August,0.4474390035341268
November,0.5332676451883198,September,0.44574012828801546
December,0.5393635888747227,October,0.4737781903229774
