oldMonth,oldNDVI,Month,NDVI
January,0.4838330793969425,November,0.4484080373505015
February,0.49723503489553195,December,0.5049669072657456
March,0.414263463196931,January,0.4838330793969425
April,0.35850991165762497,February,0.49723503489553195
May,0.28250666674498925,March,0.414263463196931
June,0.2659932403256524,April,0.35850991165762497
July,0.33471512636001743,May,0.28250666674498925
August,0.31658797793918186,June,0.2659932403256524
September,0.31552147570951483,July,0.33471512636001743
October,0.3788069123216504,August,0.31658797793918186
November,0.4484080373505015,September,0.31552147570951483
December,0.5049669072657456,October,0.3788069123216504
