oldMonth,RF_in,Month,RF
January,3.229272342352227,May,0.5695602758501545
February,2.0436328136413544,June,0.20161066840226644
March,1.596378423498663,July,0.298043664524343
April,0.8804539626986347,August,0.2897493753901827
May,0.5695602758501545,September,0.35979341275210375
June,0.20161066840226644,October,0.5161750849607147
July,0.298043664524343,November,1.528801571238767
August,0.2897493753901827,December,2.3357765215771376
September,0.35979341275210375,January,3.229272342352227
October,0.5161750849607147,February,2.0436328136413544
November,1.528801571238767,March,1.596378423498663
December,2.3357765215771376,April,0.8804539626986347
