,Month,tmean_f
421,February,69.96080322265625
422,March,71.10040283203125
423,April,72.15858459472656
424,May,72.98016967773438
425,June,74.52066650390626
426,July,75.4063720703125
427,August,76.09911499023437
428,September,76.09033203125
429,October,75.1229034423828
430,November,72.95166625976563
431,December,71.83649902343751
432,January,70.1417724609375
