,Year,Month,Temp
0,1990.0,1.0,69.05693969726562
1,1990.0,2.0,67.1021697998047
2,1990.0,3.0,67.66151123046876
3,1990.0,4.0,70.45984497070313
4,1990.0,5.0,71.20016784667969
5,1990.0,6.0,73.21295776367188
6,1990.0,7.0,73.71475219726562
7,1990.0,8.0,75.20814514160156
8,1990.0,9.0,75.71647338867189
9,1990.0,10.0,74.44976806640625
10,1990.0,11.0,72.89144287109374
11,1990.0,12.0,69.81292114257812
12,1991.0,1.0,68.00087280273438
13,1991.0,2.0,69.38067016601562
14,1991.0,3.0,68.04631652832032
15,1991.0,4.0,70.13164367675782
16,1991.0,5.0,71.56261291503907
17,1991.0,6.0,72.57510375976562
18,1991.0,7.0,74.02256469726564
19,1991.0,8.0,75.03883666992188
20,1991.0,9.0,74.71618041992187
21,1991.0,10.0,73.890869140625
22,1991.0,11.0,73.56189880371093
23,1991.0,12.0,70.75869750976562
24,1992.0,1.0,67.98027954101562
25,1992.0,2.0,67.73299560546874
26,1992.0,3.0,68.6410888671875
27,1992.0,4.0,70.16816406250001
28,1992.0,5.0,72.1491943359375
29,1992.0,6.0,74.02832641601563
30,1992.0,7.0,74.50501098632813
31,1992.0,8.0,75.58404541015625
32,1992.0,9.0,75.56152954101563
33,1992.0,10.0,74.47353515625
34,1992.0,11.0,72.45716247558593
35,1992.0,12.0,71.32159423828125
36,1993.0,1.0,66.92093811035156
37,1993.0,2.0,66.71173095703125
38,1993.0,3.0,67.96633911132812
39,1993.0,4.0,70.68516540527344
40,1993.0,5.0,71.04411010742189
41,1993.0,6.0,73.49358520507812
42,1993.0,7.0,74.53681030273438
43,1993.0,8.0,75.24600524902344
44,1993.0,9.0,75.14856872558593
45,1993.0,10.0,73.69048461914062
46,1993.0,11.0,71.03361206054689
47,1993.0,12.0,69.402685546875
48,1994.0,1.0,66.98094482421874
49,1994.0,2.0,69.03450317382811
50,1994.0,3.0,68.54783325195314
51,1994.0,4.0,69.76376647949219
52,1994.0,5.0,71.6445556640625
53,1994.0,6.0,73.15344848632813
54,1994.0,7.0,75.22351989746093
55,1994.0,8.0,76.12035522460937
56,1994.0,9.0,76.24512329101563
57,1994.0,10.0,74.51026611328125
58,1994.0,11.0,72.289990234375
59,1994.0,12.0,69.18517456054687
60,1995.0,1.0,68.27157592773438
61,1995.0,2.0,68.14869995117188
62,1995.0,3.0,69.65513305664062
63,1995.0,4.0,70.13299560546875
64,1995.0,5.0,71.2894287109375
65,1995.0,6.0,73.57381591796874
66,1995.0,7.0,74.99124145507812
67,1995.0,8.0,75.16771545410157
68,1995.0,9.0,75.18075256347657
69,1995.0,10.0,74.54254150390625
70,1995.0,11.0,73.4975341796875
71,1995.0,12.0,72.2029296875
72,1996.0,1.0,70.67715148925781
73,1996.0,2.0,68.14748840332032
74,1996.0,3.0,68.03358459472656
75,1996.0,4.0,72.06401977539062
76,1996.0,5.0,72.91864013671875
77,1996.0,6.0,75.15277099609375
78,1996.0,7.0,75.9104736328125
79,1996.0,8.0,76.08871459960938
80,1996.0,9.0,75.80184326171874
81,1996.0,10.0,75.89317321777344
82,1996.0,11.0,73.01472778320313
83,1996.0,12.0,69.68983154296876
84,1997.0,1.0,68.96250915527344
85,1997.0,2.0,70.01263427734375
86,1997.0,3.0,70.19174194335938
87,1997.0,4.0,71.16162414550782
88,1997.0,5.0,70.96094970703126
89,1997.0,6.0,74.29914550781251
90,1997.0,7.0,75.21453857421875
91,1997.0,8.0,75.60744018554688
92,1997.0,9.0,75.96668090820313
93,1997.0,10.0,75.02435913085938
94,1997.0,11.0,71.66741943359375
95,1997.0,12.0,69.23746643066406
96,1998.0,1.0,68.52732543945312
97,1998.0,2.0,68.6072509765625
98,1998.0,3.0,69.69844360351563
99,1998.0,4.0,69.57330932617188
100,1998.0,5.0,69.8502685546875
101,1998.0,6.0,72.07006225585937
102,1998.0,7.0,73.73418579101562
103,1998.0,8.0,74.91383361816406
104,1998.0,9.0,74.21832275390625
105,1998.0,10.0,73.6923095703125
106,1998.0,11.0,72.21141357421875
107,1998.0,12.0,69.86772269324085
108,1999.0,1.0,68.85102055099112
109,1999.0,2.0,68.49386488741156
110,1999.0,3.0,69.0248849273274
111,1999.0,4.0,69.79178645712864
112,1999.0,5.0,71.66517450667398
113,1999.0,6.0,72.67386741458083
114,1999.0,7.0,73.28161152170219
115,1999.0,8.0,74.11481695456696
116,1999.0,9.0,73.88708661545436
117,1999.0,10.0,72.94453522995472
118,1999.0,11.0,71.54153745968276
119,1999.0,12.0,69.81738702168121
120,2000.0,1.0,67.51901004792234
121,2000.0,2.0,69.26114851734013
122,2000.0,3.0,70.04555196581518
123,2000.0,4.0,69.4148696748143
124,2000.0,5.0,71.69584367052387
125,2000.0,6.0,73.56615174267884
126,2000.0,7.0,74.70089218121923
127,2000.0,8.0,75.00368880014395
128,2000.0,9.0,74.27127187884375
129,2000.0,10.0,74.3637766757848
130,2000.0,11.0,72.19639197400842
131,2000.0,12.0,70.46541483180778
132,2001.0,1.0,70.1714257154646
133,2001.0,2.0,69.1956858125902
134,2001.0,3.0,69.42365813146995
135,2001.0,4.0,70.39945057997906
136,2001.0,5.0,71.10330395101353
137,2001.0,6.0,72.9193082946707
138,2001.0,7.0,74.58137372395936
139,2001.0,8.0,75.49233048675401
140,2001.0,9.0,75.19093489138075
141,2001.0,10.0,74.19215101991941
142,2001.0,11.0,72.91983996337763
143,2001.0,12.0,71.01234387232326
144,2002.0,1.0,69.44335294888346
145,2002.0,2.0,67.8940118682998
146,2002.0,3.0,69.2819521139634
