Year,Month,Day,RF_in
2026,3,1,0.003576537801884
2026,3,2,0.0507690557251985
2026,3,3,0.0135733062189383
2026,3,4,0.0057342141226427
2026,3,5,0.0037910927369896
2026,3,6,0.0067246971897982
2026,3,7,0.0009874362598833
2026,3,8,0.0648383059630973
2026,3,9,0.0188218301524802
2026,3,10,0.0
2026,3,11,0.082928796684567
2026,3,12,0.1562454314114598
2026,3,13,0.2129721268395867
2026,3,14,2.317175291782104
2026,3,15,1.3522814415721909
2026,3,16,0.649991840619532
2026,3,17,1.9225880795391028
2026,3,18,0.5755608114496756
2026,3,20,0.1781843720713567
2026,3,21,0.1307857702920327
2026,3,22,0.5517041167515736
2026,3,23,0.2794130654797165
2026,3,24,2.029976728440629
2026,3,27,0.1672686345725339
2026,3,28,1.1796323446765336
2026,3,29,0.2246482525018303
2026,3,30,0.13212660652932706
