,Month,tmean_f
421,February,60.489284939236114
422,March,60.55906846788194
423,April,61.7
424,May,62.018147786458336
425,June,63.84399956597222
426,July,65.20129123263888
427,August,65.79075520833334
428,September,64.88881293402778
429,October,64.07541232638889
430,November,62.81770290798612
431,December,61.44340549045138
432,January,60.56465928819445
