Year,Month,Day,RF_in
2026,3,1,0.0002767082332371
2026,3,2,0.0223922340123846
2026,3,3,0.0262120894814668
2026,3,4,0.1118791116110215
2026,3,5,0.0036697087788982
2026,3,6,0.0193082179598596
2026,3,7,0.015860581938027
2026,3,8,0.0844773034538624
2026,3,9,0.0003489896277012
2026,3,10,0.0
2026,3,11,0.0251300014860372
2026,3,12,0.3590445427177505
2026,3,13,0.3026054162052985
2026,3,14,4.43737393068922
2026,3,15,0.2165907901242162
2026,3,16,1.775107514908076
2026,3,17,0.7270143274733887
2026,3,18,0.0334777453787718
2026,3,20,0.0875308783186227
2026,3,21,0.0610032725452368
2026,3,22,0.1533168029933487
2026,3,23,0.6773490234564864
2026,3,24,0.2496490968007254
2026,3,27,0.0042328376098822
2026,3,28,0.509379466536952
2026,3,29,0.0069214190548636
2026,3,30,0.0037443954209677856
