Year,Month,Day,RF_in
2026,3,31,0.0238266113583844
2026,4,1,0.0124483821435399
2026,4,2,0.0
2026,4,3,0.0139910799080073
2026,4,4,0.0
2026,4,5,1.013204904423982e-05
2026,4,6,0.0001545728290116
2026,4,7,0.0
2026,4,8,0.2067597364097662
2026,4,9,0.0097715285657109
2026,4,10,0.2952490690047207
2026,4,11,0.0742164835054255
2026,4,12,0.2062622200843601
2026,4,13,0.0507623140904858
2026,4,14,0.0020864351249777
2026,4,15,0.004703720213663
2026,4,16,0.0002152137614042
2026,4,17,0.0097437526969505
2026,4,18,0.0037269554275389
2026,4,19,0.0098094280113501
2026,4,20,8.970556256142305e-05
2026,4,21,0.0019992520768150846
