,Month,tmean_f
421,February,71.62738172743056
422,March,72.7100341796875
423,April,73.87466634114584
424,May,74.05074055989584
425,June,74.92770182291667
426,July,75.91806369357639
427,August,76.35175509982639
428,September,76.49955512152778
429,October,75.82903374565973
430,November,74.34473741319445
431,December,72.930517578125
432,January,71.81971299913195
