Year,Month,NDVI,datetime
2000.0,4.0,0.303873179871359,2000-04-01
2000.0,5.0,0.22833772353184076,2000-05-01
2000.0,6.0,0.49093138141396603,2000-06-01
2000.0,7.0,0.344052020414376,2000-07-01
2000.0,8.0,0.3629336651460624,2000-08-01
2000.0,9.0,0.21635493525752314,2000-09-01
2000.0,10.0,0.38216979415328417,2000-10-01
2000.0,11.0,0.7347667835376881,2000-11-01
2000.0,12.0,0.6360107233494888,2000-12-01
2001.0,1.0,0.5030062640154803,2001-01-01
2001.0,2.0,0.3587696405104649,2001-02-01
2001.0,3.0,0.38735872433509355,2001-03-01
2001.0,4.0,0.38232360651463637,2001-04-01
2001.0,5.0,0.27759406007366416,2001-05-01
2001.0,6.0,0.45143565425166376,2001-06-01
2001.0,7.0,0.3252308456986039,2001-07-01
2001.0,8.0,0.46890169308509355,2001-08-01
2001.0,9.0,0.3640355710630064,2001-09-01
2001.0,10.0,0.2884944397726177,2001-10-01
2001.0,11.0,0.30519127551420233,2001-11-01
2001.0,12.0,0.6165786554783951,2001-12-01
2002.0,1.0,0.5929737797489872,2002-01-01
2002.0,2.0,0.625342192473235,2002-02-01
2002.0,3.0,0.5140701105565201,2002-03-01
2002.0,4.0,0.6356036810227382,2002-04-01
2002.0,5.0,0.5025209968472705,2002-05-01
2002.0,6.0,0.6777186452606578,2002-06-01
2002.0,7.0,0.5963727221076871,2002-07-01
2002.0,8.0,0.46357778855312015,2002-08-01
2002.0,9.0,0.39250931916413484,2002-09-01
2002.0,10.0,0.3706430741298346,2002-10-01
2002.0,11.0,0.40008987615137925,2002-11-01
2002.0,12.0,0.35416765566225406,2002-12-01
2003.0,1.0,0.3447097966700424,2003-01-01
2003.0,2.0,0.46039548332308544,2003-02-01
2003.0,3.0,0.4660767920223283,2003-03-01
2003.0,4.0,0.5839818789635176,2003-04-01
2003.0,5.0,0.45241739720474056,2003-05-01
2003.0,6.0,0.27165660151728876,2003-06-01
2003.0,7.0,0.27756337766294126,2003-07-01
2003.0,8.0,0.3197580737832152,2003-08-01
2003.0,9.0,0.30221100795416184,2003-09-01
2003.0,10.0,0.3420398617968147,2003-10-01
2003.0,11.0,0.31928964308750485,2003-11-01
2003.0,12.0,0.6351345674491223,2003-12-01
2004.0,1.0,0.742132775577498,2004-01-01
2004.0,2.0,0.5367325676812066,2004-02-01
2004.0,3.0,0.7038042986834491,2004-03-01
2004.0,4.0,0.6402467327353395,2004-04-01
2004.0,5.0,0.5949509703082803,2004-05-01
2004.0,6.0,0.70103054282106,2004-06-01
2004.0,7.0,0.6422484598042052,2004-07-01
2004.0,8.0,0.549679273440514,2004-08-01
2004.0,9.0,0.5090222299834828,2004-09-01
2004.0,10.0,0.43336915381160784,2004-10-01
2004.0,11.0,0.4549629305615837,2004-11-01
2004.0,12.0,0.5676424944842303,2004-12-01
2005.0,1.0,0.6663206124011382,2005-01-01
2005.0,2.0,0.6942672729492188,2005-02-01
2005.0,3.0,0.6479754977756076,2005-03-01
2005.0,4.0,0.5184915801625193,2005-04-01
2005.0,5.0,0.5013484248408565,2005-05-01
2005.0,6.0,0.5496788495852624,2005-06-01
2005.0,7.0,0.6070908911434221,2005-07-01
2005.0,8.0,0.5377281094774787,2005-08-01
2005.0,9.0,0.49372633003894195,2005-09-01
2005.0,10.0,0.44172644909517267,2005-10-01
2005.0,11.0,0.5050893712926794,2005-11-01
2005.0,12.0,0.4789431536639178,2005-12-01
2006.0,1.0,0.3853577036916474,2006-01-01
2006.0,2.0,0.4605659673243393,2006-02-01
2006.0,3.0,0.5257704934956114,2006-03-01
