Year,Month,Day,RF_in
2026,3,1,0.0
2026,3,2,0.1641001107568259
2026,3,3,0.0068165714311752
2026,3,4,0.0009073778411859
2026,3,5,0.0711146714655595
2026,3,6,0.0286343369549306
2026,3,7,0.0065785060647834
2026,3,8,0.0061043564752041
2026,3,9,0.1244018501288413
2026,3,10,0.0002222759586689
2026,3,11,0.021671322236386
2026,3,12,0.7320890206920749
2026,3,13,0.861153308256173
2026,3,14,3.569083893810149
2026,3,15,3.3046013020073883
2026,3,16,1.5081074528227376
2026,3,17,0.9686311929650288
2026,3,18,0.1996016036528962
2026,3,20,0.2394703705317543
2026,3,21,0.0527797056331432
2026,3,22,0.2691828387581109
2026,3,23,0.2513460604479561
2026,3,24,0.002318654867376
2026,3,27,0.0004362945852375
2026,3,28,0.0083003318076858
2026,3,29,0.0024008676750128
2026,3,30,0.000276820089722718
