Year,Month,Day,RF_in
2026,3,31,5.098671963903917e-05
2026,4,1,0.0001253865719351
2026,4,2,0.0004091696627021
2026,4,3,1.0014214603004203e-05
2026,4,4,0.0
2026,4,5,1.2470708715086534e-06
2026,4,6,1.2608613850389704e-05
2026,4,7,0.0039500018372252
2026,4,8,0.1290728907503098
2026,4,9,0.092919068676257
2026,4,10,0.935494448963194
2026,4,11,0.662315400543465
2026,4,12,0.1306077585028434
2026,4,13,0.0052801081955091
2026,4,14,0.0
2026,4,15,0.0004196977886523
2026,4,16,0.0093043338363645
2026,4,17,0.0043828241491591
2026,4,18,0.0009463663593469
2026,4,19,0.0328413209704716
2026,4,20,0.0016139286466227
2026,4,21,0.00010543797736243464
