,Month,Temp
415,August,73.55291069878473
416,September,73.41256781684027
417,October,72.74867350260416
418,November,70.764208984375
419,December,70.25540364583333
420,January,68.89396158854166
421,February,68.82236599392361
422,March,69.51753472222222
423,April,70.74305284288195
424,May,70.99303656684029
425,June,72.1105197482639
426,July,73.19304470486111
