oldMonth,oldNDVI,Month,NDVI
January,0.6185957185721692,November,0.6402993868604118
February,0.6032229077374494,December,0.6478814207477334
March,0.5747525288146219,January,0.6185957185721692
April,0.5885154030375105,February,0.6032229077374494
May,0.6047036174582167,March,0.5747525288146219
June,0.6483836884965017,April,0.5885154030375105
July,0.6355204912785225,May,0.6047036174582167
August,0.6484785641473696,June,0.6483836884965017
September,0.6649071022316261,July,0.6355204912785225
October,0.6488610998517768,August,0.6484785641473696
November,0.6402993868604118,September,0.6649071022316261
December,0.6478814207477334,October,0.6488610998517768
