oldMonth,oldNDVI,Month,NDVI
January,0.5717656566478588,November,0.5785108759373795
February,0.5234630085509501,December,0.5771844463583864
March,0.4593032300030743,January,0.5717656566478588
April,0.354899308620355,February,0.5234630085509501
May,0.348319142632335,March,0.4593032300030743
June,0.384179740832855,April,0.354899308620355
July,0.42564905244513906,May,0.348319142632335
August,0.47903399363315796,June,0.384179740832855
September,0.5173181676909907,July,0.42564905244513906
October,0.5918021152275353,August,0.47903399363315796
November,0.5785108759373795,September,0.5173181676909907
December,0.5771844463583864,October,0.5918021152275353
