Year,Month,Day,RF_in
2026,3,1,0.0159689097730344
2026,3,2,0.0095834071056551
2026,3,3,0.0014322016345083
2026,3,4,0.0007294552822415
2026,3,5,0.1229154420476086
2026,3,6,0.0100564803698904
2026,3,7,0.1665934179526116
2026,3,8,0.0433132230592351
2026,3,9,0.0099602971188676
2026,3,10,0.0
2026,3,11,0.0200109907335496
2026,3,12,0.3490361002034576
2026,3,13,0.2566825871890796
2026,3,14,7.367481028847089
2026,3,15,1.8579978494170435
2026,3,16,1.1165150986986
2026,3,17,0.1740064868498697
2026,3,18,0.0
2026,3,20,0.0127280978705939
2026,3,21,0.1827954573847756
2026,3,22,0.5587914808853104
2026,3,23,0.4753088615048879
2026,3,24,0.0007848613542846
2026,3,27,0.1301206994986087
2026,3,28,0.1656573467935106
2026,3,29,0.0077927215715602
2026,3,30,0.28821038703848
