,Month,tmean_f
421,February,72.22198621961806
422,March,73.35985514322917
423,April,74.52585177951389
424,May,74.69607204861111
425,June,75.52251790364583
426,July,76.49025065104166
427,August,76.91612955729167
428,September,77.12355414496528
429,October,76.45276150173612
430,November,74.96540527343751
431,December,73.54103461371528
432,January,72.4190673828125
