,Month,Temp
415,August,79.06775716145833
416,September,79.25066189236111
417,October,78.26756184895834
418,November,75.82419976128472
419,December,75.00821397569445
420,January,72.88704155815972
421,February,73.04110243055555
422,March,74.34049479166666
423,April,75.20907660590278
424,May,76.25763075086806
425,June,77.59792751736111
426,July,78.44214952256945
