oldMonth,oldNDVI,Month,NDVI
January,0.4299472815902145,November,0.358010072119442
February,0.40089153666555144,December,0.37652385099434554
March,0.401379281738658,January,0.4299472815902145
April,0.3372890723962956,February,0.40089153666555144
May,0.36788965607413987,March,0.401379281738658
June,0.33488078764927237,April,0.3372890723962956
July,0.28113609478797436,May,0.36788965607413987
August,0.3418001965579823,June,0.33488078764927237
September,0.2991841566189062,July,0.28113609478797436
October,0.29860209558311235,August,0.3418001965579823
November,0.358010072119442,September,0.2991841566189062
December,0.37652385099434554,October,0.29860209558311235
