,Month,Temp
415,August,72.90128173828126
416,September,73.17166748046876
417,October,72.29243469238281
418,November,69.6683837890625
419,December,69.58982543945312
420,January,67.20532836914063
421,February,68.12833557128906
422,March,68.66116943359376
423,April,69.18923645019531
424,May,69.7010009765625
425,June,70.83549804687499
426,July,72.2771728515625
