,Unnamed: 0.1,Year,Month,NDVI,datetime
272,272,2022.0,October,0.5887234567901234,2022-10-01
273,273,2022.0,November,0.6124160493827161,2022-11-01
274,274,2022.0,December,0.5755043209876544,2022-12-01
275,275,2023.0,January,0.5932561728395062,2023-01-01
276,276,2023.0,February,0.5856932098765432,2023-02-01
277,277,2023.0,March,0.4473407407407407,2023-03-01
278,278,2023.0,April,0.4956061728395062,2023-04-01
279,279,2023.0,May,0.6057586419753087,2023-05-01
280,280,2023.0,June,0.5506888888888889,2023-06-01
281,281,2023.0,July,0.4922283950617285,2023-07-01
282,282,2023.0,August,0.3829530864197531,2023-08-01
283,283,2023.0,September,0.3952172839506173,2023-09-01
