,Month,Temp
415,August,68.16877441406251
416,September,67.41814236111111
417,October,66.60498860677083
418,November,64.88034125434028
419,December,64.6421875
420,January,62.677189127604166
421,February,62.948291015625
422,March,62.949131944444446
423,April,64.18442925347222
424,May,64.55399848090278
425,June,66.18207465277777
426,July,67.46100260416667
