Year,Month,Day,RF_in
2026,3,31,0.0083797629493497
2026,4,1,0.0042955203504572
2026,4,2,0.0
2026,4,3,0.0005460830730009
2026,4,4,5.319354583283747e-05
2026,4,5,0.0001499542802256
2026,4,6,0.0008881789689811
2026,4,7,0.0653680471540992
2026,4,8,0.3877992093232812
2026,4,9,0.1559273508508919
2026,4,10,1.8152636282064127
2026,4,11,0.737422640149582
2026,4,12,0.0140383520058666
2026,4,13,0.0010418450390851
2026,4,14,0.0003060855241562
2026,4,15,0.0011693656044751
2026,4,16,0.0588727565204319
2026,4,17,0.0
2026,4,18,0.0106964285616811
2026,4,19,0.0110704048018049
2026,4,20,0.0196980720847088
2026,4,21,0.0220336869563261
