,Month,NDVI
299,March,0.0185546021402618
300,April,0.0077408655190173
301,May,0.0049500016518581
302,June,0.0073363883995715
303,July,0.0203168995586442
304,August,0.0105178091261121
305,September,0.0139409701029459
306,October,0.0180257205609922
307,November,0.0187615612406789
308,December,0.0323305924733479
309,January,0.0194607193087354
310,February,0.0229168306162327
