,Month,MRF,Phase,Count,MeRF,MnRF,MeAnom,MnAnom,MT,MeT,MnT
0,1,9.580510804747497,SEL,11,6.090588234674778,0.7632024139614928,-3.4899225700727197,-8.817308390786005,69.49553580707615,69.49984428097008,68.01261664496528
1,1,9.580510804747497,WEL,15,9.395162743645399,0.589386487686218,-0.18534806110209878,-8.99112431706128,69.49553580707615,69.7733938810946,67.72329644097222
2,1,9.580510804747497,NUT,20,13.372716408817904,0.9152046352685732,3.792205604070407,-8.665306169478924,69.49553580707615,69.04520925068348,66.9587158203125
3,1,9.580510804747497,WLA,19,6.969589234413333,0.6667618238394029,-2.610921570334164,-8.913748980908094,69.49553580707615,69.98806117318905,67.86817662241253
4,1,9.580510804747497,SLA,10,11.07378749897474,2.916848698220448,1.4932766942272426,-6.663662106527049,69.49553580707615,68.55010694115124,67.85273633147823
5,2,9.887651961934665,SEL,10,9.796773399337452,3.0914133983577576,-0.09087856259721327,-6.796238563576908,69.24596396817869,69.13895445334768,68.08277723524306
6,2,9.887651961934665,WEL,9,10.942708190935768,1.8177706560009,1.055056229001103,-8.069881305933766,69.24596396817869,68.74936644161268,68.15463053385417
7,2,9.887651961934665,NUT,29,9.14216751343788,1.3645713007391005,-0.7454844484967857,-8.523080661195564,69.24596396817869,69.36115237029172,66.67051323784722
8,2,9.887651961934665,WLA,19,11.53214586679926,1.89844730169905,1.6444939048645946,-7.9892046602356155,69.24596396817869,69.45596754335617,67.48602337636098
9,2,9.887651961934665,SLA,8,7.611020009302358,0.2344691010574633,-2.2766319526323073,-9.653182860877202,69.24596396817869,68.85280276183084,67.65587294111282
10,3,13.975295793802232,SEL,8,8.29696852129595,3.364465712944736,-5.678327272506282,-10.610830080857497,69.90035808410502,70.13352174189589,69.00954861111111
11,3,13.975295793802232,WEL,5,18.29080468674055,6.656800414054147,4.315508892938318,-7.318495379748085,69.90035808410502,69.75150966424341,69.44583557496082
12,3,13.975295793802232,NUT,39,14.591684332849349,1.3859817239370689,0.6163885390471169,-12.589314069865162,69.90035808410502,69.98602334986577,68.31890462239583
13,3,13.975295793802232,WLA,20,14.279419004644819,3.716384681515505,0.30412321084258664,-10.258911112286727,69.90035808410502,69.76057085958226,67.35491794963445
14,3,13.975295793802232,SLA,3,9.991672194856575,3.466228946045373,-3.983623598945657,-10.50906684775686,69.90035808410502,69.58897509761175,69.58897509761175
