,Month,NDVI
293,September,0.7974573771158854
294,October,0.8133280247817805
295,November,0.829613768024209
296,December,0.8290344991801698
297,January,0.8036308759524499
298,February,0.8199425214602624
299,March,0.801455839180652
300,April,0.7520156201021171
301,May,0.7425911514847366
302,June,0.654573134434076
303,July,0.7198750060281636
304,August,0.7200595243477527
