,Month,MRF,Phase,Count,MeRF,MnRF,MeAnom,MnAnom,MT,MeT,MnT
0,1,5.28576044880105,SEL,11,2.240483587998865,0.6150281358601877,-3.0452768608021854,-4.670732312940863,53.945409463736745,54.53689646244131,51.19376356336805
1,1,5.28576044880105,WEL,15,5.258252379922146,0.2360433951357751,-0.027508068878904446,-5.049717053665275,53.945409463736745,54.49607503529228,53.00839868127886
2,1,5.28576044880105,NUT,20,7.374314041263777,0.6270029404147832,2.088553592462727,-4.658757508386267,53.945409463736745,52.911638716166024,51.02589246961806
3,1,5.28576044880105,WLA,19,4.653479473006299,0.4207934074294316,-0.6322809757947514,-4.864967041371619,53.945409463736745,54.61503032349435,52.74716076994116
4,1,5.28576044880105,SLA,10,5.701053768086389,1.3358461519621243,0.41529331928533875,-3.949914296838926,53.945409463736745,52.468470095941825,51.265530680395706
5,2,6.658461794527656,SEL,10,4.284162053934881,1.237370759970108,-2.3742997405927753,-5.4210910345575485,53.03640456118102,52.542308384939155,51.153325737847226
6,2,6.658461794527656,WEL,9,5.812434657976661,1.3873378234133495,-0.8460271365509948,-5.2711239711143065,53.03640456118102,52.444709621306195,51.31593288845486
7,2,6.658461794527656,NUT,29,6.393672354536074,1.0255135615643531,-0.2647894399915822,-5.632948232963303,53.03640456118102,53.10124588407692,49.35934651692708
8,2,6.658461794527656,WLA,19,8.924565949238756,1.8544743403385344,2.2661041547111003,-4.803987454189121,53.03640456118102,53.0332956938665,50.93514096108369
9,2,6.658461794527656,SLA,8,6.155981351419107,0.202792139758843,-0.5024804431085492,-6.455669654768813,53.03640456118102,53.894833855264075,50.73037047661703
10,3,7.808026937284062,SEL,8,4.123844040301169,2.044616384757461,-3.684182896982893,-5.763410552526601,53.51514215165302,52.93406152207993,51.90473361545139
11,3,7.808026937284062,WEL,5,9.403990577837927,3.965337157562336,1.5959636405538653,-3.842689779721726,53.51514215165302,53.11789220556159,51.8181616342579
12,3,7.808026937284062,NUT,39,8.437779505425361,0.9451210583404722,0.6297525681412992,-6.8629058789435895,53.51514215165302,53.684133111158026,51.0375732421875
13,3,7.808026937284062,WLA,20,8.226527541397822,3.072881779263269,0.4185006041137598,-4.735145158020792,53.51514215165302,53.49089035198466,50.10833787044452
14,3,7.808026937284062,SLA,3,3.9957878483867177,2.165346261513318,-3.812239088897344,-5.642680675770744,53.51514215165302,54.40088619331812,54.40088619331812
15,4,7.157480433625268,SEL,2,4.433623178830077,3.042923467574366,-2.723857254795191,-4.114556966050902,54.47344521792861,52.37397732204862,52.37397732204862
16,4,7.157480433625268,WEL,12,6.414785240818332,1.3703843253317294,-0.7426951928069361,-5.787096108293539,54.47344521792861,54.32606994301802,49.080938042534726
17,4,7.157480433625268,NUT,43,7.216761314243776,0.8709701963795324,0.059280880618508114,-6.286510237245736,54.47344521792861,54.447367116788925,51.33858778211805
18,4,7.157480433625268,WLA,16,7.390914891775953,1.9059342096669345,0.2334344581506853,-5.251546223958333,54.47344521792861,54.737798549823935,52.57227376302083
19,4,7.157480433625268,SLA,2,11.195494246758653,5.357494307894672,4.038013813133385,-1.7999861257305954,54.47344521792861,56.41868489583334,56.41868489583334
20,5,4.001423755723748,SEL,2,4.662185035572811,3.595079043938952,0.660761279849063,-0.40634471178479625,56.263162511944486,55.94486762152778,55.94486762152778
21,5,4.001423755723748,WEL,13,4.200689424747721,0.9679263250188346,0.1992656690239727,-3.033497430704914,56.263162511944486,54.42258042748341,51.84924045138889
22,5,4.001423755723748,NUT,44,4.205552948331657,0.5517668903447617,0.2041291926079083,-3.4496568653789867,56.263162511944486,56.572539971278964,54.228244357638886
23,5,4.001423755723748,WLA,14,3.2625173248675403,0.4240409025613335,-0.7389064308562081,-3.577382853162415,56.263162511944486,56.60536330560585,54.99427876494719
24,5,4.001423755723748,SLA,2,2.726938405838376,2.273950985618985,-1.2744853498853725,-1.7274727701047636,56.263162511944486,56.95768229166667,56.95768229166667
25,6,2.280345037376936,SEL,3,7.289734173491624,5.146728349494508,5.009389136114688,2.8663833121175726,57.56201507124942,56.27943976072798,54.79112955729167
26,6,2.280345037376936,WEL,14,1.888522386375423,0.5920327091003816,-0.3918226510015128,-1.6883123282765542,57.56201507124942,58.64334787386459,54.92550726996528
27,6,2.280345037376936,NUT,43,2.4748725896234225,0.1898023223951118,0.19452755224648666,-2.090542714981824,57.56201507124942,57.52785150212978,54.13708224826389
28,6,2.280345037376936,WLA,13,1.1999038657608956,0.1798296721020766,-1.0804411716160403,-2.1005153652748594,57.56201507124942,57.373964085140116,56.17622318522471
29,6,2.280345037376936,SLA,2,0.44680890854355015,0.1640149392133275,-1.8335361288333858,-2.1163300981636084,57.56201507124942,,
30,7,3.5549397056510457,SEL,6,3.303328959987676,1.2278882687949595,-0.2516107456633696,-2.3270514368560864,59.09335311732366,59.7519131336329,58.62867838541666
31,7,3.5549397056510457,WEL,10,5.058368987310288,0.2738979187931369,1.5034292816592427,-3.2810417868579087,59.09335311732366,59.597953882098516,57.51194118923611
32,7,3.5549397056510457,NUT,43,3.740386192605348,0.4561005276494301,0.18544648695430244,-3.0988391780016156,59.09335311732366,58.97913218065415,56.11625705295139
33,7,3.5549397056510457,WLA,13,2.329209707060898,0.5982626618965381,-1.2257299985901478,-2.9566770437545076,59.09335311732366,58.9562427031589,56.60702582465278
34,7,3.5549397056510457,SLA,2,0.7727710556633981,0.2760927399266064,-2.7821686499876477,-3.2788469657244392,59.09335311732366,,
35,8,5.747937994342127,SEL,8,5.171321387933876,0.6232367621527778,-0.5766166064082512,-5.1247012321893495,59.38460207993845,59.59231828205529,57.11836208767361
36,8,5.747937994342127,WEL,12,7.093956656443788,1.957285263522832,1.3460186621016605,-3.7906527308192954,59.38460207993845,59.74679277652842,57.65489095052084
37,8,5.747937994342127,NUT,34,5.771209963898532,0.2612178309661162,0.023271969556405203,-5.4867201633760105,59.38460207993845,59.57833934183158,56.25071614583334
38,8,5.747937994342127,WLA,15,5.668766781553022,0.8726379685259612,-0.0791712127891051,-4.875300025816166,59.38460207993845,59.10310632292407,57.72732747395833
39,8,5.747937994342127,SLA,5,3.5193440209351,1.0113283908087878,-2.228593973407027,-4.736609603533339,59.38460207993845,58.19679275310846,56.492344835069446
40,9,3.145181928296304,SEL,9,4.35047887562714,1.5639483018995457,1.2052969473308366,-1.5812336263967581,58.64587970203657,58.97200044423693,56.851193576388894
41,9,3.145181928296304,WEL,9,2.315263268257013,0.4898745007541376,-0.8299186600392909,-2.655307427542166,58.64587970203657,58.98628099815504,58.23243004016557
42,9,3.145181928296304,NUT,36,3.249438721868676,0.6368277197365304,0.10425679357237216,-2.5083542085597736,58.64587970203657,58.81741913192442,56.0828919509179
43,9,3.145181928296304,WLA,15,2.863505921713489,0.8686927846584281,-0.2816760065828148,-2.2764891436378756,58.64587970203657,58.620226956748624,57.31380340807975
44,9,3.145181928296304,SLA,5,2.563880117198892,1.0083031545427483,-0.5813018110974117,-2.1368787737535557,58.64587970203657,57.01942092637753,55.65012478298611
45,10,4.600730829187101,SEL,11,4.909381239926019,0.4350467213530275,0.3086504107389185,-4.165684107834073,58.35486815135066,58.488804668373575,55.14244791666667
46,10,4.600730829187101,WEL,11,4.196540489133738,0.4752589926910178,-0.4041903400533631,-4.125471836496083,58.35486815135066,58.54719040216046,55.70032552083333
47,10,4.600730829187101,NUT,30,4.44660717865996,0.4611054460613213,-0.15412365052714083,-4.13962538312578,58.35486815135066,58.407385481957796,57.01650119357639
48,10,4.600730829187101,WLA,13,5.9616704713835516,1.0319200280086518,1.3609396421964508,-3.568810801178449,58.35486815135066,58.58000987782917,56.36518797492791
