oldMonth,oldNDVI,Month,NDVI
January,0.577816796950352,November,0.5322069681426624
February,0.5105747684431665,December,0.6165640503683208
March,0.4883280407940899,January,0.577816796950352
April,0.5637348687660094,February,0.5105747684431665
May,0.5628673656713589,March,0.4883280407940899
June,0.5390564428548641,April,0.5637348687660094
July,0.4843675218529624,May,0.5628673656713589
August,0.4635741359714316,June,0.5390564428548641
September,0.48089144146114104,July,0.4843675218529624
October,0.5204083106683077,August,0.4635741359714316
November,0.5322069681426624,September,0.48089144146114104
December,0.6165640503683208,October,0.5204083106683077
