Year,Month,Day,RF_in
2026,3,1,0.0069155942898885
2026,3,2,0.0319948267795328
2026,3,3,0.001823536633773
2026,3,4,0.0009980479377901
2026,3,5,0.0019674024417818
2026,3,6,0.0041414959687724
2026,3,7,0.0004287926103371
2026,3,8,0.0527160605965242
2026,3,9,0.007717307413286
2026,3,10,0.0003817896807264
2026,3,11,0.1207662029679829
2026,3,12,0.1289353287693964
2026,3,13,0.3164231122449755
2026,3,14,1.835346550105716
2026,3,15,1.1880834028233451
2026,3,16,0.4050973688442482
2026,3,17,1.2093234236019976
2026,3,18,0.5959932600384588
2026,3,20,0.1437311180828958
2026,3,21,0.1132662567230637
2026,3,22,0.7730853982878876
2026,3,23,0.2892838273484586
2026,3,24,1.7214299221711868
2026,3,27,0.1201574162953887
2026,3,28,0.5995994783692403
2026,3,29,0.1751552643715217
2026,3,30,0.2041466669286782
