,Year,Month,Temp,datetime
0,1990.0,1.0,52.48307562934028,1990-01-01
1,1990.0,2.0,49.35934651692708,1990-02-01
2,1990.0,3.0,51.87393120659722,1990-03-01
3,1990.0,4.0,54.10234646267361,1990-04-01
4,1990.0,5.0,54.228244357638886,1990-05-01
5,1990.0,6.0,55.574679904513886,1990-06-01
6,1990.0,7.0,57.51659884982639,1990-07-01
7,1990.0,8.0,58.86333821614584,1990-08-01
8,1990.0,9.0,58.45625,1990-09-01
9,1990.0,10.0,57.01650119357639,1990-10-01
10,1990.0,11.0,56.55193142361111,1990-11-01
11,1990.0,12.0,52.19029269748264,1990-12-01
12,1991.0,1.0,51.48639594184028,1991-01-01
13,1991.0,2.0,52.8958970811632,1991-02-01
14,1991.0,3.0,51.316525607638894,1991-03-01
15,1991.0,4.0,53.08654649522569,1991-04-01
16,1991.0,5.0,54.346435546875,1991-05-01
17,1991.0,6.0,54.92550726996528,1991-06-01
18,1991.0,7.0,57.51194118923611,1991-07-01
19,1991.0,8.0,58.58839518229166,1991-08-01
20,1991.0,9.0,57.55888400607639,1991-09-01
21,1991.0,10.0,55.70032552083333,1991-10-01
22,1991.0,11.0,56.112920464409726,1991-11-01
23,1991.0,12.0,53.0958021375868,1991-12-01
24,1992.0,1.0,51.19376356336805,1992-01-01
25,1992.0,2.0,51.62071533203125,1992-02-01
26,1992.0,3.0,52.34085964626736,1992-03-01
27,1992.0,4.0,52.37397732204862,1992-04-01
28,1992.0,5.0,55.94486762152778,1992-05-01
29,1992.0,6.0,55.527859157986114,1992-06-01
30,1992.0,7.0,56.11625705295139,1992-07-01
31,1992.0,8.0,56.25071614583334,1992-08-01
32,1992.0,9.0,58.147403971354166,1992-09-01
33,1992.0,10.0,58.01628689236111,1992-10-01
34,1992.0,11.0,56.56984592013889,1992-11-01
35,1992.0,12.0,54.3574476453993,1992-12-01
36,1993.0,1.0,51.14122585720486,1993-01-01
37,1993.0,2.0,50.14315728081597,1993-02-01
38,1993.0,3.0,51.0375732421875,1993-03-01
39,1993.0,4.0,53.86275227864584,1993-04-01
40,1993.0,5.0,53.38106553819445,1993-05-01
41,1993.0,6.0,55.14792751736111,1993-06-01
42,1993.0,7.0,56.71658528645833,1993-07-01
43,1993.0,8.0,57.511805555555554,1993-08-01
44,1993.0,9.0,58.296999782986106,1993-09-01
45,1993.0,10.0,57.20207790798611,1993-10-01
46,1993.0,11.0,53.93537868923611,1993-11-01
47,1993.0,12.0,51.713623046875,1993-12-01
48,1994.0,1.0,51.02589246961806,1994-01-01
49,1994.0,2.0,53.52350124782986,1994-02-01
50,1994.0,3.0,51.45674506293403,1994-03-01
51,1994.0,4.0,51.33858778211805,1994-04-01
52,1994.0,5.0,54.34315049913194,1994-05-01
53,1994.0,6.0,54.13708224826389,1994-06-01
54,1994.0,7.0,57.916748046875,1994-07-01
55,1994.0,8.0,57.65489095052084,1994-08-01
56,1994.0,9.0,58.38617892795139,1994-09-01
57,1994.0,10.0,56.4599853515625,1994-10-01
58,1994.0,11.0,53.62854817708333,1994-11-01
59,1994.0,12.0,52.16483696831597,1994-12-01
60,1995.0,1.0,55.53822970920139,1995-01-01
61,1995.0,2.0,53.00299750434028,1995-02-01
62,1995.0,3.0,54.692624240451394,1995-03-01
63,1995.0,4.0,53.72703857421875,1995-04-01
64,1995.0,5.0,55.24792751736111,1995-05-01
65,1995.0,6.0,56.875830078125006,1995-06-01
66,1995.0,7.0,58.011957465277774,1995-07-01
67,1995.0,8.0,57.72732747395833,1995-08-01
68,1995.0,9.0,58.08997938368056,1995-09-01
69,1995.0,10.0,57.608043077256944,1995-10-01
70,1995.0,11.0,57.04122178819445,1995-11-01
71,1995.0,12.0,56.49580078125,1995-12-01
72,1996.0,1.0,54.32513427734375,1996-01-01
73,1996.0,2.0,51.60638699001736,1996-02-01
74,1996.0,3.0,52.59070638020833,1996-03-01
75,1996.0,4.0,55.408870442708334,1996-04-01
76,1996.0,5.0,56.92813042534722,1996-05-01
77,1996.0,6.0,56.33863932291666,1996-06-01
78,1996.0,7.0,56.52385796440972,1996-07-01
79,1996.0,8.0,57.75471462673611,1996-08-01
80,1996.0,9.0,56.93154025607639,1996-09-01
81,1996.0,10.0,58.28193359375,1996-10-01
82,1996.0,11.0,56.85807562934028,1996-11-01
83,1996.0,12.0,53.63878851996528,1996-12-01
84,1997.0,1.0,54.42047661675348,1997-01-01
85,1997.0,2.0,51.98150499131945,1997-02-01
86,1997.0,3.0,53.464145236545136,1997-03-01
87,1997.0,4.0,53.70935329861111,1997-04-01
88,1997.0,5.0,54.11064046223959,1997-05-01
89,1997.0,6.0,54.79112955729167,1997-06-01
90,1997.0,7.0,58.62867838541666,1997-07-01
