Year,Month,Day,RF_in
2026,3,1,0.0061167662004878
2026,3,2,0.008682799985924
2026,3,3,0.0018246210709574
2026,3,4,0.0110145295177336
2026,3,5,0.0011722392818954
2026,3,6,0.0021027174428912
2026,3,7,0.0419565821755462
2026,3,8,0.072329218862494
2026,3,9,0.006623742785991
2026,3,10,1.9176216993223443e-05
2026,3,11,1.2601913937190143
2026,3,12,1.9123639343801644
2026,3,13,4.574577307068387
2026,3,14,9.746858899581998
2026,3,15,0.5674265285524206
2026,3,16,0.2592770411551746
2026,3,17,0.1897276378389441
2026,3,18,0.0178033260072159
2026,3,20,0.9811613480226864
2026,3,21,1.320845992476852
2026,3,22,0.2225780144045579
2026,3,23,0.0502241773763875
2026,3,24,0.4079477231009101
2026,3,27,0.0294441211278067
2026,3,28,0.0161913855726869
2026,3,29,0.0
2026,3,30,2.1759364683345098e-06
