,Month,RF
1263,April,8.223580187699927
1264,May,2.937258022038017
1265,June,7.385716475839691
1266,July,2.332678667203648
1267,August,3.546837033249262
1268,September,2.682540172667016
1269,October,4.752962608037032
1270,November,2.6243450134757937
1271,December,1.994900290421613
1272,January,0.899476929912417
1273,February,2.595188411202018
1274,March,24.985130490280515
