,Month,NDVI
294,October,0.6311787962913513
295,November,0.7721070051193237
296,December,0.7462379336357117
297,January,0.7032546401023865
298,February,0.6370894908905029
299,March,0.5314295291900635
300,April,0.4792766869068146
301,May,0.3951424062252044
302,June,0.4035823941230774
303,July,0.4313578605651855
304,August,0.5620402097702026
305,September,0.4921583831310272
