,Month,Temp
415,August,67.31380424499511
416,September,66.46625366210938
417,October,65.62939758300782
418,November,63.94601058959961
419,December,63.75083503723145
420,January,61.68999557495117
421,February,61.95644493103028
422,March,61.906103515625006
423,April,63.1429443359375
424,May,63.529718017578126
425,June,65.24075279235839
426,July,66.55093078613282
