,Month,RF
1263,April,3.8490901934784194
1264,May,0.8154747207298958
1265,June,0.569258473224701
1266,July,1.105362284087319
1267,August,0.3886411645918393
1268,September,0.5767126297526612
1269,October,1.0830229541077332
1270,November,2.546096939705454
1271,December,0.8168924071529904
1272,January,2.4377903011689512
1273,February,6.908323403476476
1274,March,22.14334156581122
