,Month,tmean_f
421,February,72.10166829427084
422,March,73.32631022135416
423,April,74.24222276475695
424,May,75.12274305555556
425,June,76.42748480902779
426,July,77.37491048177084
427,August,78.32430013020834
428,September,78.15036892361111
429,October,77.17612847222222
430,November,75.10503743489583
431,December,73.50259060329861
432,January,71.4775634765625
