Year,Month,Day,RF_in
2026,3,31,0.0
2026,4,1,0.0126758882113375
2026,4,2,0.0048291172151073
2026,4,3,0.0
2026,4,4,6.06780844068174e-08
2026,4,5,0.000474221437309
2026,4,6,0.0
2026,4,7,0.0003889618224
2026,4,8,0.6815039470706353
2026,4,9,0.1795204617231548
2026,4,10,2.121952502247983
2026,4,11,0.0824044324849476
2026,4,12,0.6036486124591415
2026,4,13,0.0069585379096849
2026,4,14,0.0031255153011879
2026,4,15,0.0023171877830893
2026,4,16,0.0036531919129124
2026,4,17,0.0011186139905975
2026,4,18,0.0005895570912791
2026,4,19,0.0028914483768362
2026,4,20,6.994396763917737e-05
2026,4,21,0.0
