oldMonth,oldNDVI,Month,NDVI
January,0.6824128214518229,November,0.6422980423915533
February,0.6030065541208526,December,0.6616347969902887
March,0.5391967382548768,January,0.6824128214518229
April,0.4898125980427915,February,0.6030065541208526
May,0.5975100489197067,March,0.5391967382548768
June,0.5476308715762349,April,0.4898125980427915
July,0.4374068306382225,May,0.5975100489197067
August,0.5725608777682892,June,0.5476308715762349
September,0.6250101018834997,July,0.4374068306382225
October,0.6015349539370052,August,0.5725608777682892
November,0.6422980423915533,September,0.6250101018834997
December,0.6616347969902887,October,0.6015349539370052
