,Year,Month,NDVI,datetime
272,2022.0,October,0.3301111111111111,2022-10-01
273,2022.0,November,0.4494382716049383,2022-11-01
274,2022.0,December,0.4200969135802469,2022-12-01
275,2023.0,January,0.4578802469135803,2023-01-01
276,2023.0,February,0.4377981481481481,2023-02-01
277,2023.0,March,0.4336444444444445,2023-03-01
278,2023.0,April,0.4217172839506172,2023-04-01
279,2023.0,May,0.4724796296296297,2023-05-01
280,2023.0,June,0.387624074074074,2023-06-01
281,2023.0,July,0.3653302469135803,2023-07-01
282,2023.0,August,0.3153641975308642,2023-08-01
283,2023.0,September,0.3307086419753086,2023-09-01
