Year,Month,Day,RF_in
2026,3,31,0.0011643378857656
2026,4,1,0.0045072448326638
2026,4,2,4.949294713345965e-08
2026,4,3,0.0
2026,4,4,9.208552295339848e-09
2026,4,5,0.0079236673036376
2026,4,6,0.0021738856900499
2026,4,7,0.0628299621355085
2026,4,8,0.6299964190572369
2026,4,9,0.0366064423755502
2026,4,10,0.2007525486583159
2026,4,11,0.501447595844953
2026,4,12,1.6594244155149551
2026,4,13,0.0210656206125975
2026,4,14,0.0002964889127125
2026,4,15,2.296933373037077e-06
2026,4,16,0.0011814692671217
2026,4,17,7.897676415831073e-07
2026,4,18,0.0005994126370155
2026,4,19,1.0474067544344608e-06
2026,4,20,0.0085400872760348
2026,4,21,7.491670978725713e-07
