oldMonth,RF_in,Month,RF
January,10.43601896900719,May,6.21855744418028
February,9.287375409333778,June,4.207745142559791
March,12.489875976742605,July,6.706776015462828
April,10.36066417264851,August,8.090064907971481
May,6.21855744418028,September,5.640305339184694
June,4.207745142559791,October,6.700323036678707
July,6.706776015462828,November,10.615832933984288
August,8.090064907971481,December,11.563393235743824
September,5.640305339184694,January,10.43601896900719
October,6.700323036678707,February,9.287375409333778
November,10.615832933984288,March,12.489875976742605
December,11.563393235743824,April,10.36066417264851
