Year,Month,Day,RF_in
2026,3,31,0.0301998609748841
2026,4,1,0.0058322732947108
2026,4,2,0.0060896434507669
2026,4,3,0.005093619301285
2026,4,4,0.0
2026,4,5,0.0004336416367899
2026,4,6,0.0
2026,4,7,0.8414583010565521
2026,4,8,0.0630002723116099
2026,4,9,5.492781013050453
2026,4,10,1.9181565486551595
2026,4,11,0.0058070728194091
2026,4,12,0.4053160974371476
2026,4,13,0.1133157102107028
2026,4,14,0.0299898004629202
2026,4,15,0.0047376147277897
2026,4,16,0.018384849479366
2026,4,17,0.0020567796269021
2026,4,18,0.0014306556336024
2026,4,19,0.0003288741464968
2026,4,20,0.0029728759583178
2026,4,21,0.011299586080538354
