,Year,Month,RF_mm,RF_in,datetime
0,1920.0,1.0,398.9724392361111,15.70757634787839,1920-01-01
1,1920.0,2.0,26.39621913580247,1.0392212258189948,1920-02-01
2,1920.0,3.0,46.11889949845679,1.8157047046636527,1920-03-01
3,1920.0,4.0,66.60482373649691,2.6222371549801937,1920-04-01
4,1920.0,5.0,79.61352840470678,3.1343908820750706,1920-05-01
5,1920.0,6.0,30.12622673128858,1.1860719185546684,1920-06-01
6,1920.0,7.0,30.61091218171296,1.2051540229020852,1920-07-01
7,1920.0,8.0,24.306306061921298,0.9569411835402086,1920-08-01
8,1920.0,9.0,20.326848536361883,0.8002696274158222,1920-09-01
9,1920.0,10.0,38.08767361111112,1.4995147090988628,1920-10-01
10,1920.0,11.0,35.86103274498457,1.4118516828734082,1920-11-01
11,1920.0,12.0,130.66622058256172,5.144339393014241,1920-12-01
12,1921.0,1.0,390.48350694444446,15.37336641513561,1921-01-01
13,1921.0,2.0,46.56394374517747,1.8332261316999003,1921-02-01
14,1921.0,3.0,3.3246614432629245,0.1308921828056269,1921-03-01
15,1921.0,4.0,23.38905315634645,0.9208288644230886,1921-04-01
16,1921.0,5.0,30.25468991126544,1.1911295240655684,1921-05-01
17,1921.0,6.0,14.141401126060956,0.5567480758291716,1921-06-01
18,1921.0,7.0,11.300985454041282,0.4449206871669796,1921-07-01
19,1921.0,8.0,13.233953028549385,0.5210217727775348,1921-08-01
20,1921.0,9.0,10.12576859085648,0.3986523067266331,1921-09-01
21,1921.0,10.0,46.05965470679013,1.8133722325507928,1921-10-01
22,1921.0,11.0,4.264425772207755,0.1678907784333762,1921-11-01
23,1921.0,12.0,220.12022569444449,8.666150617891514,1921-12-01
24,1922.0,1.0,69.63653187692901,2.7415957431861817,1922-01-01
25,1922.0,2.0,38.45017722800926,1.5137865050397348,1922-02-01
26,1922.0,3.0,40.79953944830247,1.6062810806418295,1922-03-01
27,1922.0,4.0,23.284621250482253,0.9167173720662304,1922-04-01
28,1922.0,5.0,47.36718147183642,1.8648496642455283,1922-05-01
29,1922.0,6.0,30.771571783371915,1.2114792040697604,1922-06-01
30,1922.0,7.0,7.179953492717979,0.2826753343589755,1922-07-01
31,1922.0,8.0,31.081425419560187,1.223678166124417,1922-08-01
32,1922.0,9.0,50.308060257523145,1.9806322936032736,1922-09-01
33,1922.0,10.0,42.20429144965278,1.6615862775453851,1922-10-01
34,1922.0,11.0,167.26198398919752,6.585117479889666,1922-11-01
35,1922.0,12.0,4.38418428397473,0.1726056804714461,1922-12-01
36,1923.0,1.0,253.07200038580248,9.963464582118208,1923-01-01
37,1923.0,2.0,93.18462456597224,3.66868600653434,1923-02-01
38,1923.0,3.0,160.11911651234567,6.3039022248955,1923-03-01
39,1923.0,4.0,131.15024594907408,5.163395509806066,1923-04-01
40,1923.0,5.0,8.596158251350309,0.3384314272185161,1923-05-01
41,1923.0,6.0,4.111687177493248,0.161877447932805,1923-06-01
