oldMonth,oldNDVI,Month,NDVI
January,0.6340405612521701,November,0.5915018755123939
February,0.6146289476936246,December,0.620399606021834
March,0.5756854436426987,January,0.6340405612521701
April,0.5373024138969573,February,0.6146289476936246
May,0.5281040122819196,March,0.5756854436426987
June,0.4975350389906257,April,0.5373024138969573
July,0.4927414235679286,May,0.5281040122819196
August,0.49025923755207407,June,0.4975350389906257
September,0.49412908671814715,July,0.4927414235679286
October,0.5350345555420501,August,0.49025923755207407
November,0.5915018755123939,September,0.49412908671814715
December,0.620399606021834,October,0.5350345555420501
