,datetime,RF_in_scale_3,SPI-3
0,1920-01-01,,
1,1920-02-01,,
2,1920-03-01,37.61238443013633,0.18369624427764447
3,1920-04-01,38.46060163161029,0.09224839634451007
4,1920-05-01,34.59391798166071,-0.030735246292628443
5,1920-06-01,12.24353344178332,-2.0373650168089212
6,1920-07-01,12.30140476147079,-1.9713333402683029
7,1920-08-01,18.269230933535653,-1.1046249734001847
8,1920-09-01,25.816097532079326,-0.3838803817359695
9,1920-10-01,39.239268539783225,0.6862004757185907
10,1920-11-01,40.32501105005104,0.5921422694502282
11,1920-12-01,41.601934632302914,0.2577658497780579
12,1921-01-01,61.222604607149805,1.2674939245467374
13,1921-02-01,57.85260769812628,1.0803810321006106
14,1921-03-01,52.45736047317002,0.8444221763045462
15,1921-04-01,22.98867711523039,-1.0104016732981025
16,1921-05-01,21.720085926487926,-1.0525103576767114
17,1921-06-01,18.119824560504156,-1.1446977968310206
18,1921-07-01,16.496553077078474,-1.2522886645704145
19,1921-08-01,23.875170307487608,-0.4337695852009402
20,1921-09-01,27.661302265602217,-0.1986849877362815
21,1921-10-01,31.930016723170024,0.11285954790421397
22,1921-11-01,46.60676760565521,1.0344566042119174
23,1921-12-01,57.2757760477423,1.168549897174024
24,1922-01-01,68.5157541071255,1.583685448557518
25,1922-02-01,62.6270831814426,1.2561238019715444
26,1922-03-01,87.84597481955382,2.035970087455495
27,1922-04-01,77.23002181150969,1.9247906580704344
28,1922-05-01,65.51688037693206,1.6553804938417591
29,1922-06-01,25.03318290454579,-0.32423970510582584
30,1922-07-01,17.998279932347867,-1.0262664560164974
31,1922-08-01,18.555040171302373,-1.0672223326987467
32,1922-09-01,33.169024580477796,0.30897755180927894
33,1922-10-01,35.44926526653787,0.39867203864498024
34,1922-11-01,45.23726092398174,0.9415094312770504
35,1922-12-01,31.669883427657485,-0.4453781294093845
36,1923-01-01,65.81997122050282,1.4694382865360045
37,1923-02-01,56.53671227565739,1.0303191299511054
38,1923-03-01,75.57368086693157,1.6645649337121085
39,1923-04-01,55.22403219020366,0.9870845227011492
40,1923-05-01,55.95235396465199,1.2030365684716875
41,1923-06-01,42.63757313538933,1.2327040952347854
42,1923-07-01,32.40971045069019,0.6760904120416031
43,1923-08-01,35.26345638001847,0.6541685878675402
44,1923-09-01,44.591171844621854,1.206302208733418
45,1923-10-01,48.19764269375182,1.3001859242451084
46,1923-11-01,43.86065999562555,0.8462147523191305
47,1923-12-01,60.756125373651216,1.3479756589039185
48,1924-01-01,48.30201892216815,0.6415038367933491
49,1924-02-01,49.00790073902438,0.7283527372719822
50,1924-03-01,21.869230762658574,-0.7496254997049969
51,1924-04-01,42.31178174668271,0.3177057623949585
52,1924-05-01,39.753272011246,0.30544380631321477
53,1924-06-01,35.42634970107904,0.6586994771488309
54,1924-07-01,24.690364089688444,-0.15209690515892071
55,1924-08-01,29.92109133873457,0.1786078181423159
56,1924-09-01,34.11198695106688,0.3901300464579294
57,1924-10-01,44.29949891246233,1.0430065820878693
58,1924-11-01,41.29892780329543,0.6635397516912344
59,1924-12-01,36.86775386258142,-0.06142856541260493
60,1925-01-01,25.234343672535726,-0.8377419475268908
61,1925-02-01,18.46196200301351,-0.9908332057769255
62,1925-03-01,41.53255948800671,0.3728286862578613
63,1925-04-01,41.182325082628566,0.25305113361208453
64,1925-05-01,50.788305324681644,0.9378227633878814
65,1925-06-01,32.49786498584379,0.4036762458986998
66,1925-07-01,25.444596050385197,-0.06414852738587734
67,1925-08-01,29.881577913112427,0.17488837429066645
68,1925-09-01,32.43117973154831,0.24440445753930362
69,1925-10-01,33.875387701103335,0.2732954329579345
70,1925-11-01,28.48360358492515,-0.38549354887808274
71,1925-12-01,18.637407194760378,-1.650370189077057
72,1926-01-01,16.30451121181467,-1.6769317571661169
73,1926-02-01,13.433179183222759,-1.4487213258425147
74,1926-03-01,13.869119360296978,-1.4230941524528458
75,1926-04-01,13.422666920324197,-1.9937618006199531
76,1926-05-01,12.192224751202975,-2.1366968961145494
77,1926-06-01,13.848515856633373,-1.767830997723551
78,1926-07-01,15.662737253329446,-1.3840115775277602
79,1926-08-01,25.989011844439585,-0.20890973281231776
80,1926-09-01,30.85256175117867,0.10289543685494638
81,1926-10-01,32.38362606475406,0.15083864961392052
82,1926-11-01,20.93235375200496,-1.164456782141848
