,Year,Month,NDVI,datetime
0,2000.0,2.0,0.652314814814815,2000-02-01
1,2000.0,3.0,0.5937018518518519,2000-03-01
2,2000.0,4.0,0.6844358024691358,2000-04-01
3,2000.0,5.0,0.6872154320987655,2000-05-01
4,2000.0,6.0,0.6961722222222223,2000-06-01
5,2000.0,7.0,0.740020987654321,2000-07-01
6,2000.0,8.0,0.6401487654320988,2000-08-01
7,2000.0,9.0,0.7461672839506173,2000-09-01
8,2000.0,10.0,0.7914975308641977,2000-10-01
9,2000.0,11.0,0.779230864197531,2000-11-01
10,2000.0,12.0,0.7784000000000001,2000-12-01
11,2001.0,1.0,,2001-01-01
12,2001.0,2.0,0.6992654320987653,2001-02-01
13,2001.0,3.0,,2001-03-01
14,2001.0,4.0,,2001-04-01
15,2001.0,5.0,0.6780506172839507,2001-05-01
16,2001.0,6.0,,2001-06-01
17,2001.0,7.0,0.7028493827160495,2001-07-01
18,2001.0,8.0,0.7830314814814816,2001-08-01
19,2001.0,9.0,0.7337753086419753,2001-09-01
20,2001.0,10.0,0.7898061728395063,2001-10-01
21,2001.0,11.0,0.7421845679012345,2001-11-01
22,2001.0,12.0,,2001-12-01
23,2002.0,1.0,,2002-01-01
24,2002.0,2.0,,2002-02-01
25,2002.0,3.0,0.6565296296296297,2002-03-01
26,2002.0,4.0,0.6302444444444445,2002-04-01
27,2002.0,5.0,0.6978172839506173,2002-05-01
28,2002.0,6.0,0.6608993827160493,2002-06-01
29,2002.0,7.0,0.6898530864197531,2002-07-01
30,2002.0,8.0,0.706724074074074,2002-08-01
31,2002.0,9.0,0.8091851851851851,2002-09-01
32,2002.0,10.0,0.7503074074074074,2002-10-01
33,2002.0,11.0,0.742745061728395,2002-11-01
34,2002.0,12.0,0.7096154320987654,2002-12-01
35,2003.0,1.0,0.7048808641975308,2003-01-01
36,2003.0,2.0,0.6443506172839508,2003-02-01
37,2003.0,3.0,0.6551845679012347,2003-03-01
38,2003.0,4.0,0.6153432098765431,2003-04-01
39,2003.0,5.0,0.7219882716049384,2003-05-01
40,2003.0,6.0,0.7305549382716049,2003-06-01
41,2003.0,7.0,0.7200932098765431,2003-07-01
42,2003.0,8.0,0.7320092592592592,2003-08-01
43,2003.0,9.0,0.7380135802469137,2003-09-01
44,2003.0,10.0,0.7377064102564104,2003-10-01
45,2003.0,11.0,0.7259265432098767,2003-11-01
46,2003.0,12.0,0.7073283950617283,2003-12-01
47,2004.0,1.0,0.714967901234568,2004-01-01
48,2004.0,2.0,0.719704938271605,2004-02-01
49,2004.0,3.0,0.7127845679012347,2004-03-01
50,2004.0,4.0,0.6671216049382717,2004-04-01
51,2004.0,5.0,0.6996876543209877,2004-05-01
52,2004.0,6.0,0.7443654320987656,2004-06-01
53,2004.0,7.0,0.7181827160493829,2004-07-01
54,2004.0,8.0,0.7328166666666666,2004-08-01
55,2004.0,9.0,0.7260419753086421,2004-09-01
56,2004.0,10.0,0.8062641975308642,2004-10-01
57,2004.0,11.0,0.7500604938271606,2004-11-01
58,2004.0,12.0,0.7605549382716049,2004-12-01
59,2005.0,1.0,0.7595240740740742,2005-01-01
60,2005.0,2.0,0.7296925925925927,2005-02-01
61,2005.0,3.0,0.6540462962962964,2005-03-01
62,2005.0,4.0,0.6931827160493828,2005-04-01
63,2005.0,5.0,0.708912962962963,2005-05-01
64,2005.0,6.0,0.7301574074074075,2005-06-01
65,2005.0,7.0,0.7300864197530863,2005-07-01
66,2005.0,8.0,0.724046913580247,2005-08-01
67,2005.0,9.0,0.753114814814815,2005-09-01
68,2005.0,10.0,0.7402111111111112,2005-10-01
69,2005.0,11.0,0.7805438271604938,2005-11-01
70,2005.0,12.0,0.752451851851852,2005-12-01
71,2006.0,1.0,0.7220191358024691,2006-01-01
72,2006.0,2.0,0.6784080246913582,2006-02-01
73,2006.0,3.0,0.6003512345679013,2006-03-01
74,2006.0,4.0,0.6737327160493827,2006-04-01
75,2006.0,5.0,0.698474074074074,2006-05-01
76,2006.0,6.0,0.692479012345679,2006-06-01
77,2006.0,7.0,0.7133413580246915,2006-07-01
78,2006.0,8.0,0.7152574074074074,2006-08-01
79,2006.0,9.0,0.6862716049382717,2006-09-01
80,2006.0,10.0,0.7430962962962963,2006-10-01
81,2006.0,11.0,0.7635833333333334,2006-11-01
82,2006.0,12.0,0.747891975308642,2006-12-01
83,2007.0,1.0,0.7699469135802469,2007-01-01
84,2007.0,2.0,0.7236216049382718,2007-02-01
85,2007.0,3.0,0.6879753086419754,2007-03-01
86,2007.0,4.0,0.682106172839506,2007-04-01
87,2007.0,5.0,0.6628962962962964,2007-05-01
88,2007.0,6.0,0.6036265432098766,2007-06-01
89,2007.0,7.0,0.741129012345679,2007-07-01
90,2007.0,8.0,0.7085851851851852,2007-08-01
91,2007.0,9.0,0.7457555555555557,2007-09-01
92,2007.0,10.0,0.7674185185185185,2007-10-01
93,2007.0,11.0,0.7645975308641975,2007-11-01
94,2007.0,12.0,0.717751851851852,2007-12-01
95,2008.0,1.0,0.7729759259259259,2008-01-01
96,2008.0,2.0,0.7331296296296296,2008-02-01
97,2008.0,3.0,0.6645481481481482,2008-03-01
98,2008.0,4.0,0.6828037037037036,2008-04-01
