,Month,Temp
415,August,76.64546712239584
416,September,76.8556667751736
417,October,76.2775119357639
418,November,74.14380696614583
419,December,73.47955186631944
420,January,72.46477322048611
421,February,72.19634602864583
422,March,73.29032118055557
423,April,74.51022135416667
424,May,74.69133572048611
425,June,75.51740451388889
426,July,76.48379720052083
