Year,Month,Day,RF_in
2026,3,31,0.0033304526064919
2026,4,1,0.0036653837773384
2026,4,2,0.0012074473347575
2026,4,3,0.0005111757376526
2026,4,4,2.08181252479814e-07
2026,4,5,5.1945162558794325e-05
2026,4,6,3.251907190892281e-05
2026,4,7,1.4570056870644905e-05
2026,4,8,0.1799277780910524
2026,4,9,0.1272649015017057
2026,4,10,1.2484456119146132
2026,4,11,0.5066133938390079
2026,4,12,0.1692684897067445
2026,4,13,0.001741291031124
2026,4,14,0.0
2026,4,15,0.0
2026,4,16,0.0059581305851588
2026,4,17,0.0008525393082655
2026,4,18,0.0078515087745854
2026,4,19,0.0262042668860728
2026,4,20,0.0039113097488909
2026,4,21,0.0029314951425253666
