,Month,Temp
415,August,61.26020236545139
416,September,59.72648111979167
417,October,58.72180447048611
418,November,57.33053656684028
419,December,57.43966742621528
420,January,54.70022379557292
421,February,55.41105143229167
422,March,54.52098117404514
423,April,55.76881781684028
424,May,56.29511176215278
425,June,58.573703342013886
426,July,60.10028754340278
