oldMonth,oldNDVI,Month,NDVI
January,0.4903433208701051,November,0.4963179731957706
February,0.4417516967396677,December,0.5154778534689067
March,0.40477252253779655,January,0.4903433208701051
April,0.40718438890245223,February,0.4417516967396677
May,0.41525367907083044,March,0.40477252253779655
June,0.48499668425644227,April,0.40718438890245223
July,0.4652398481667891,May,0.41525367907083044
August,0.41470323691227723,June,0.48499668425644227
September,0.4172432628678687,July,0.4652398481667891
October,0.4366792070220339,August,0.41470323691227723
November,0.4963179731957706,September,0.4172432628678687
December,0.5154778534689067,October,0.4366792070220339
