,oldMonth,OldTemp,Month,Temp
0,January,68.69109965020947,April,70.28945549063336
1,February,68.39836713653683,May,71.79464830861427
2,March,68.93848626700778,June,73.47811449965833
3,April,70.28945549063336,July,74.44194381989932
4,May,71.79464830861427,August,75.10707495603478
5,June,73.47811449965833,September,74.88027464418774
6,July,74.44194381989932,October,74.06993059466696
7,August,75.10707495603478,November,72.21846331014105
8,September,74.88027464418774,December,70.14265977857356
9,October,74.06993059466696,January,68.69109965020947
10,November,72.21846331014105,February,68.39836713653683
11,December,70.14265977857356,March,68.93848626700778
