,Month,Temp
415,August,75.34507649739584
416,September,74.9311279296875
417,October,74.39432508680555
418,November,72.17923448350695
419,December,71.44097222222223
420,January,69.43965928819443
421,February,69.53374294704861
422,March,70.39571126302084
423,April,71.67841525607639
424,May,72.37533365885417
425,June,73.96184895833333
426,July,74.86874457465278
