,Year,Month,ET,datetime
0,2001.0,1.0,3.524375,2001-01-01
1,2001.0,2.0,3.74453125,2001-02-01
2,2001.0,3.0,3.5411458333333328,2001-03-01
3,2001.0,4.0,2.2114583333333333,2001-04-01
4,2001.0,5.0,2.8362847222222225,2001-05-01
5,2001.0,6.0,1.40625,2001-06-01
6,2001.0,7.0,3.203515625,2001-07-01
7,2001.0,8.0,2.633125,2001-08-01
8,2001.0,9.0,3.33875,2001-09-01
9,2001.0,10.0,2.9510416666666672,2001-10-01
10,2001.0,11.0,3.5503125000000004,2001-11-01
11,2001.0,12.0,2.096354166666667,2001-12-01
12,2002.0,1.0,3.0606359649122807,2002-01-01
13,2002.0,2.0,3.0896929824561408,2002-02-01
14,2002.0,3.0,3.9434375,2002-03-01
15,2002.0,4.0,4.378571428571429,2002-04-01
16,2002.0,5.0,5.473229166666668,2002-05-01
17,2002.0,6.0,4.779779411764707,2002-06-01
18,2002.0,7.0,3.0890625000000003,2002-07-01
19,2002.0,8.0,2.21875,2002-08-01
20,2002.0,9.0,4.38875,2002-09-01
21,2002.0,10.0,3.567361111111111,2002-10-01
22,2002.0,11.0,3.556004901960785,2002-11-01
23,2002.0,12.0,3.2520312500000004,2002-12-01
24,2003.0,1.0,3.4964062500000006,2003-01-01
25,2003.0,2.0,3.7950520833333337,2003-02-01
26,2003.0,3.0,4.636250000000001,2003-03-01
27,2003.0,4.0,4.745000000000001,2003-04-01
28,2003.0,5.0,5.004114583333333,2003-05-01
29,2003.0,6.0,4.545520833333333,2003-06-01
30,2003.0,7.0,3.346458333333333,2003-07-01
31,2003.0,8.0,3.826041666666667,2003-08-01
32,2003.0,9.0,3.702083333333333,2003-09-01
33,2003.0,10.0,3.779375,2003-10-01
34,2003.0,11.0,3.1190625000000005,2003-11-01
35,2003.0,12.0,2.340104166666667,2003-12-01
36,2004.0,1.0,3.2193750000000003,2004-01-01
37,2004.0,2.0,3.90849358974359,2004-02-01
38,2004.0,3.0,2.8611111111111107,2004-03-01
39,2004.0,4.0,3.578571428571429,2004-04-01
40,2004.0,5.0,4.742434210526315,2004-05-01
41,2004.0,6.0,5.038701923076924,2004-06-01
42,2004.0,7.0,5.337316176470588,2004-07-01
43,2004.0,8.0,5.373161764705882,2004-08-01
44,2004.0,9.0,4.434143518518519,2004-09-01
45,2004.0,10.0,3.401515151515152,2004-10-01
46,2004.0,11.0,3.5717708333333333,2004-11-01
47,2004.0,12.0,2.868125,2004-12-01
48,2005.0,1.0,3.499270833333333,2005-01-01
49,2005.0,2.0,4.039583333333333,2005-02-01
50,2005.0,3.0,4.062061403508773,2005-03-01
51,2005.0,4.0,4.478685897435898,2005-04-01
52,2005.0,5.0,5.183564814814814,2005-05-01
53,2005.0,6.0,5.228869047619048,2005-06-01
54,2005.0,7.0,4.696249999999999,2005-07-01
55,2005.0,8.0,4.845089285714286,2005-08-01
56,2005.0,9.0,3.8996527777777774,2005-09-01
57,2005.0,10.0,2.799739583333334,2005-10-01
58,2005.0,11.0,3.1478009259259263,2005-11-01
59,2005.0,12.0,3.106614583333333,2005-12-01
60,2006.0,1.0,2.636622807017544,2006-01-01
61,2006.0,2.0,3.1554824561403514,2006-02-01
62,2006.0,3.0,4.407421875000001,2006-03-01
63,2006.0,4.0,3.931944444444445,2006-04-01
64,2006.0,5.0,4.910661764705883,2006-05-01
65,2006.0,6.0,5.281250000000001,2006-06-01
66,2006.0,7.0,5.5996875,2006-07-01
67,2006.0,8.0,4.523437500000001,2006-08-01
68,2006.0,9.0,4.328385416666667,2006-09-01
69,2006.0,10.0,4.5569444444444445,2006-10-01
70,2006.0,11.0,3.8755787037037033,2006-11-01
71,2006.0,12.0,3.211197916666668,2006-12-01
72,2007.0,1.0,3.4635416666666665,2007-01-01
73,2007.0,2.0,3.5896381578947363,2007-02-01
74,2007.0,3.0,4.478070175438596,2007-03-01
75,2007.0,4.0,4.213068181818183,2007-04-01
76,2007.0,5.0,5.086213235294117,2007-05-01
77,2007.0,6.0,5.311805555555556,2007-06-01
78,2007.0,7.0,4.90654761904762,2007-07-01
79,2007.0,8.0,4.646927083333334,2007-08-01
80,2007.0,9.0,3.8640625000000006,2007-09-01
81,2007.0,10.0,4.3367708333333335,2007-10-01
82,2007.0,11.0,3.025260416666667,2007-11-01
83,2007.0,12.0,2.2681818181818185,2007-12-01
84,2008.0,1.0,3.634765625,2008-01-01
85,2008.0,2.0,4.376458333333334,2008-02-01
86,2008.0,3.0,4.756578947368421,2008-03-01
87,2008.0,4.0,2.8312500000000003,2008-04-01
88,2008.0,5.0,5.2963815789473685,2008-05-01
89,2008.0,6.0,4.78263888888889,2008-06-01
90,2008.0,7.0,4.882204861111112,2008-07-01
91,2008.0,8.0,5.035336538461539,2008-08-01
92,2008.0,9.0,4.642447916666668,2008-09-01
93,2008.0,10.0,3.4641203703703707,2008-10-01
94,2008.0,11.0,2.1875000000000004,2008-11-01
95,2008.0,12.0,3.1828125,2008-12-01
96,2009.0,1.0,3.762083333333333,2009-01-01
97,2009.0,2.0,2.653409090909091,2009-02-01
98,2009.0,3.0,2.87514880952381,2009-03-01
99,2009.0,4.0,3.4375,2009-04-01
100,2009.0,5.0,4.877199074074074,2009-05-01
101,2009.0,6.0,4.937695312500001,2009-06-01
102,2009.0,7.0,3.5406249999999995,2009-07-01
103,2009.0,8.0,4.767513020833333,2009-08-01
104,2009.0,9.0,4.728676470588235,2009-09-01
105,2009.0,10.0,4.066544117647059,2009-10-01
106,2009.0,11.0,3.0602604166666665,2009-11-01
107,2009.0,12.0,3.102864583333333,2009-12-01
108,2010.0,1.0,3.3778645833333334,2010-01-01
109,2010.0,2.0,3.6842708333333336,2010-02-01
110,2010.0,3.0,3.3219907407407407,2010-03-01
111,2010.0,4.0,2.654166666666667,2010-04-01
112,2010.0,5.0,4.492559523809524,2010-05-01
113,2010.0,6.0,4.671406250000001,2010-06-01
114,2010.0,7.0,4.641319444444445,2010-07-01
115,2010.0,8.0,4.573958333333334,2010-08-01
116,2010.0,9.0,4.6594551282051295,2010-09-01
117,2010.0,10.0,3.527083333333334,2010-10-01
118,2010.0,11.0,3.134375,2010-11-01
119,2010.0,12.0,2.994583333333334,2010-12-01
120,2011.0,1.0,3.2053125,2011-01-01
121,2011.0,2.0,3.8088541666666673,2011-02-01
122,2011.0,3.0,4.318154761904762,2011-03-01
123,2011.0,4.0,5.172916666666668,2011-04-01
124,2011.0,5.0,4.978030303030303,2011-05-01
125,2011.0,6.0,3.302083333333333,2011-06-01
126,2011.0,7.0,4.690953947368421,2011-07-01
127,2011.0,8.0,5.039262820512821,2011-08-01
128,2011.0,9.0,4.45986842105263,2011-09-01
129,2011.0,10.0,2.067361111111111,2011-10-01
130,2011.0,11.0,2.16875,2011-11-01
131,2011.0,12.0,2.135625,2011-12-01
132,2012.0,1.0,3.578125000000001,2012-01-01
133,2012.0,2.0,3.707500000000001,2012-02-01
134,2012.0,3.0,3.25,2012-03-01
135,2012.0,4.0,3.299479166666666,2012-04-01
136,2012.0,5.0,4.679270833333334,2012-05-01
137,2012.0,6.0,4.777638888888889,2012-06-01
138,2012.0,7.0,5.532407407407407,2012-07-01
139,2012.0,8.0,4.454924242424242,2012-08-01
140,2012.0,9.0,4.784436274509804,2012-09-01
141,2012.0,10.0,3.650735294117647,2012-10-01
142,2012.0,11.0,2.6703125,2012-11-01
143,2012.0,12.0,2.7305059523809527,2012-12-01
144,2013.0,1.0,3.334739583333333,2013-01-01
145,2013.0,2.0,3.498437500000001,2013-02-01
146,2013.0,3.0,3.784635416666666,2013-03-01
147,2013.0,4.0,4.619711538461539,2013-04-01
148,2013.0,5.0,4.830937500000001,2013-05-01
149,2013.0,6.0,4.425892857142857,2013-06-01
150,2013.0,7.0,5.217881944444446,2013-07-01
151,2013.0,8.0,5.043281250000001,2013-08-01
152,2013.0,9.0,4.31857638888889,2013-09-01
153,2013.0,10.0,3.785625000000001,2013-10-01
154,2013.0,11.0,3.4302083333333337,2013-11-01
155,2013.0,12.0,2.9395032051282053,2013-12-01
156,2014.0,1.0,3.3791666666666664,2014-01-01
157,2014.0,2.0,3.8448495370370375,2014-02-01
158,2014.0,3.0,4.548511904761905,2014-03-01
159,2014.0,4.0,4.291319444444445,2014-04-01
160,2014.0,5.0,5.299739583333334,2014-05-01
161,2014.0,6.0,5.513483796296296,2014-06-01
162,2014.0,7.0,5.025245098039215,2014-07-01
163,2014.0,8.0,5.4375,2014-08-01
164,2014.0,9.0,5.24625,2014-09-01
165,2014.0,10.0,3.2753472222222224,2014-10-01
166,2014.0,11.0,3.3079495614035084,2014-11-01
167,2014.0,12.0,2.873229166666667,2014-12-01
168,2015.0,1.0,3.498020833333333,2015-01-01
169,2015.0,2.0,3.519947916666667,2015-02-01
170,2015.0,3.0,4.3021875000000005,2015-03-01
171,2015.0,4.0,3.707291666666667,2015-04-01
172,2015.0,5.0,4.384114583333334,2015-05-01
