,Month,tmean_f
421,February,69.67467990451388
422,March,70.76229112413195
423,April,71.81237250434029
424,May,72.62903917100695
425,June,74.19518229166667
426,July,75.09304470486111
427,August,75.78838704427083
428,September,75.76429578993056
429,October,74.77440592447917
430,November,72.62533365885417
431,December,71.51681315104167
432,January,69.83570149739583
